---,Row Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot,Cluster,ClusterOverlay,ClusterConstellation
1681,1681,1681,Engadin,19.896,336.507,K,V,1,2,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1682,1682,1682,Dicon,20.144,-325.241,M,V,5,1,"(Id=""MWFactionAsset:RepairSystem_11"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_10_Blob.Safezone_10_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_10.Safezone_10
1683,1683,1683,Barras,20.917,-354.184,K,V,2,5,"(Id="""")",None,None
1684,1684,1684,Turin,21.186,-367.858,G,V,2,5,"(Id="""")",None,None
1685,1685,1685,Corey,21.443,-136.227,M,V,1,3,"(Id="""")",None,None
1686,1686,1686,Raballa,21.709,-157.74,F,V,5,7,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
1688,1688,1688,Hermagor,23.764,388.984,G,V,5,2,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
1689,1689,1689,Ferleiten,25.32,353.837,F,V,4,4,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1690,1690,1690,Wright,26.351,-290.847,M,V,3,1,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1691,1691,1691,Yunnah,27.148,-127.003,K,III,3,6,"(Id="""")",None,None
1692,1692,1692,Carmen,28.43,-264.486,M,V,8,1,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1693,1693,1693,Glasgow,28.43,-215.623,M,V,1,1,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
1694,1694,1694,Balsta,28.935,412.772,K,V,2,1,"(Id=""MWFactionAsset:DropshipGraveyard"")",/Game/Campaign/CampaignArcs/Regions/13_3/13_3.13_3,None
1695,1695,1695,Dawn,29.194,375.286,M,V,9,1,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
1696,1696,1696,Drozan,31.267,-369.942,F,V,2,5,"(Id="""")",None,None
1697,1697,1697,Second Try,34.37,-115.809,F,V,4,4,"(Id="""")",None,None
1698,1698,1698,Halesowen,36.439,251.726,F,V,6,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1699,1699,1699,Eguilles,37.214,233.116,G,V,7,2,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1700,1700,1700,Prix,38.243,-328.313,G,V,3,2,"(Id="""")",None,None
1702,1702,1702,Bora,38.768,-157.74,G,V,4,2,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
1703,1703,1703,Gunthar,39.275,-383.124,K,V,2,1,"(Id=""MWFactionAsset:BackwaterRegion"")",/Game/Campaign/CampaignArcs/Regions/8_4/8_4.8_4,None
1705,1705,1705,Primus,39.543,-320.091,M,V,9,1,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1706,1706,1706,Leoben,41.346,405.269,F,V,0,4,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
1707,1707,1707,Radstadt,41.368,316.631,G,III,5,3,"(Id="""")",None,None
1708,1708,1708,Renown,41.604,-397.893,K,V,0,3,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1710,1710,1710,Sendalor,43.684,-266.866,G,V,7,2,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1711,1711,1711,Setubal,44.191,237.516,K,V,0,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",/Game/Campaign/CampaignArcs/Regions/12_2/12_2.12_2,None
1712,1712,1712,Decus,44.448,-251.599,F,V,7,4,"(Id=""MWFactionAsset:SianCommonality"")",/Game/Campaign/CampaignArcs/Regions/8_1/8_1.8_1,None
1713,1713,1713,Goito,44.706,332.893,G,V,1,3,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1714,1714,1714,Kempten,45.221,308.076,F,V,1,4,"(Id="""")",None,None
1716,1716,1716,Grand Base,46.002,-298.878,G,IV,5,4,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1717,1717,1717,Overton,46.252,-207.89,G,V,4,3,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1718,1718,1718,Chandler,47.037,207.265,F,V,6,4,"(Id="""")",None,None
1720,1720,1720,Mannedorf,49.098,226.91,K,V,1,5,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1721,1721,1721,Numki,49.098,201.061,F,V,4,3,"(Id="""")",None,None
1722,1722,1722,Kiesen,50.91,216.314,K,V,1,2,"(Id="""")",None,None
1723,1723,1723,Borden,51.427,-370.734,K,V,8,1,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1724,1724,1724,Susquehanna,52.199,420.521,K,V,2,2,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
1725,1725,1725,Sarmaxa,53.23,-163.386,G,V,2,3,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
1726,1726,1726,Decatur,54.151,-336.258,G,V,5,4,"(Id="""")",None,None
1727,1727,1727,Hustaing,55.052,-245.656,G,V,1,4,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1728,1728,1728,No Return,56.332,-177.36,G,V,7,2,"(Id="""")",None,None
1729,1729,1729,Pomme De Terre,56.332,362.877,K,V,7,1,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1730,1730,1730,Krenice,56.857,230.272,F,V,3,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1731,1731,1731,Radlje,57.63,376.842,G,V,5,2,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1732,1732,1732,Alshain,58.344,278.846,F,IV,8,5,"(Id="""")",None,None
1733,1733,1733,Spittal,59.178,344.53,M,V,0,1,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1735,1735,1735,Kaesong,59.693,296.706,F,V,4,4,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1736,1736,1736,Meilen,59.959,219.676,F,V,9,4,"(Id="""")",None,None
1737,1737,1737,Cavalor,60.99,-387.783,M,V,4,1,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1738,1738,1738,Randar,61.773,-175.778,K,V,0,2,"(Id="""")",None,None
1739,1739,1739,Sakhalin (CC),61.773,-141.685,M,V,1,1,"(Id="""")",None,None
1740,1740,1740,Marawi,62.281,264.911,F,V,9,2,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1741,1741,1741,Sternwerde,63.834,248.625,K,V,6,1,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1742,1742,1742,Sheliak,64.359,289.985,F,V,4,4,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1743,1743,1743,Holloway,64.875,-301.458,G,V,2,5,"(Id="""")",None,None
1744,1744,1744,Darius,65.124,204.678,F,V,9,3,"(Id="""")",None,None
1745,1745,1745,Vestallas,66.689,-214.831,G,V,6,7,"(Id="""")",None,None
1747,1747,1747,Egress,67.969,-370.238,G,V,3,5,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1748,1748,1748,Ziliang,68.494,-264.187,M,Ib,6,5,"(Id="""")",None,None
1749,1749,1749,Velhas,69.256,-278.659,F,V,5,4,"(Id="""")",None,None
1750,1750,1750,Relevow,70.306,-188.267,F,V,1,4,"(Id="""")",None,None
1751,1751,1751,Madras,70.555,-325.241,K,V,1,2,"(Id="""")",None,None
1752,1752,1752,Kiamba,71.07,239.834,M,V,7,1,"(Id="""")",None,None
1753,1753,1753,Kaifeng,71.853,-152.286,F,V,2,3,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
1754,1754,1754,Pinnacle,71.843,430.888,F,V,9,3,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
1755,1755,1755,Ward,72.103,-408.2,F,V,6,6,"(Id="""")",None,None
1756,1756,1756,Damian,72.894,459.292,M,V,5,1,"(Id="""")",None,None
1757,1757,1757,Thessalonika,74.182,304.712,G,V,0,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1758,1758,1758,Vard,74.174,-354.976,G,V,9,2,"(Id="""")",None,None
1759,1759,1759,Columbine,74.945,-345.955,K,V,0,3,"(Id="""")",None,None
1760,1760,1760,Casere,77.8,343.743,F,V,1,4,"(Id="""")",None,None
1761,1761,1761,Hurik,77.792,-396.306,K,V,9,1,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1762,1762,1762,Matsu,78.304,-136.229,F,V,4,4,"(Id="""")",None,None
1763,1763,1763,Dumaring,79.605,223.291,F,V,7,4,"(Id="""")",None,None
1764,1764,1764,Last Frontier,80.12,387.982,G,V,9,2,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1765,1765,1765,Immenstadt,82.181,-277.961,M,V,9,1,"(Id="""")",None,None
1766,1766,1766,Kittery,82.181,-223.944,G,III,4,3,"(Id="""")",None,None
1767,1767,1767,Ogano,82.973,211.138,F,V,7,3,"(Id="""")",None,None
1768,1768,1768,Quimberton,83.224,-359.395,K,V,6,1,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1769,1769,1769,Ambergrist,83.482,-257.545,M,V,1,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1771,1771,1771,Pojos,85.025,-377.176,G,V,8,2,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
1772,1772,1772,Xieng Khouang,85.293,-311.764,G,V,8,2,"(Id="""")",None,None
1773,1773,1773,Heligoland,86.076,-145.054,K,V,2,2,"(Id="""")",None,None
1774,1774,1774,Soverzene,87.097,317.151,M,V,9,1,"(Id="""")",None,None
1775,1775,1775,Scituate,87.88,-219.985,G,V,5,3,"(Id="""")",None,None
1776,1776,1776,Jezersko,88.129,369.883,K,V,4,1,"(Id=""MWFactionAsset:DroughtWorlds"")",/Game/Campaign/CampaignArcs/Regions/13_2/13_2.13_2,None
1777,1777,1777,Mandate,88.395,-126.222,M,V,8,1,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
1779,1779,1779,Porthos,90.209,475.924,G,V,8,2,"(Id="""")",None,None
1780,1780,1780,Gurnet,93.475,-231.091,F,V,5,3,"(Id="""")",None,None
1781,1781,1781,Shimonita,93.826,82.416,F,V,4,2,"(Id="""")",None,None
1782,1782,1782,Courchevel,95.114,344.785,G,V,9,3,"(Id="""")",None,None
1783,1783,1783,Remshield,97.445,-139.898,F,V,9,2,"(Id="""")",None,None
1784,1784,1784,Nashuar,97.583,-202.102,M,V,0,1,"(Id="""")",None,None
1785,1785,1785,Weatogue,98.735,-276.675,G,V,6,3,"(Id="""")",None,None
1787,1787,1787,Paracale,99.764,215.569,G,V,5,3,"(Id="""")",None,None
1788,1788,1788,Constance,100.031,429.051,F,V,2,4,"(Id="""")",None,None
1789,1789,1789,Ikast,101.312,-284.107,F,V,7,3,"(Id="""")",None,None
1790,1790,1790,Tantara,101.311,-252.886,M,V,2,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1791,1791,1791,Jarett,102.171,415.147,M,V,7,1,"(Id="""")",None,None
1792,1792,1792,Baruun Urt,105.579,237.731,F,V,1,4,"(Id="""")",None,None
1793,1793,1793,Armaxa,106.484,-205.806,M,V,7,1,"(Id="""")",None,None
1794,1794,1794,Muridox,106.492,-382.137,F,V,9,4,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1796,1796,1796,Mitchel,108.814,-328.313,G,V,1,3,"(Id="""")",None,None
1797,1797,1797,Polcenigo,109.071,374.798,F,V,1,3,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1798,1798,1798,Jacson,110.619,-346.452,F,V,4,4,"(Id="""")",None,None
1799,1799,1799,Texlos,110.627,-272.516,K,V,8,6,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1800,1800,1800,Lapida II,112.945,51.167,F,IV,2,6,"(Id="""")",None,None
1801,1801,1801,Mentasta,114.246,-237.329,K,V,9,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1802,1802,1802,Jonzac,115.275,-297.587,F,V,8,3,"(Id="""")",None,None
1803,1803,1803,Monhegan,116.047,-184.1,G,V,9,2,"(Id=""MWFactionAsset:RashpurOwensInc"")",/Game/Campaign/CampaignArcs/Regions/7_1/7_1_Mesh.7_1_Mesh,None
1804,1804,1804,Kafr Silim,118.636,-287.973,M,V,3,1,"(Id="""")",None,None
1806,1806,1806,Tallin,119.675,-267.063,G,V,2,2,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1807,1807,1807,Warlock,120.192,-257.747,F,IV,9,3,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1809,1809,1809,Cadiz (DC),122.004,149.102,G,V,0,3,"(Id=""MWFactionAsset:RepairSystem_18"")",None,None
1810,1810,1810,Schuyler,122.264,367.016,K,IV,4,5,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1811,1811,1811,Nykvarn,123.295,388.723,G,V,4,2,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1812,1812,1812,Idlewind,123.552,429.051,M,V,1,1,"(Id="""")",None,None
1813,1813,1813,Shoreham,123.799,-217.7,K,V,1,2,"(Id="""")",None,None
1814,1814,1814,Luzerne,124.316,351.793,M,V,0,6,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1815,1815,1815,Beid,124.585,-243.766,G,V,6,2,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1818,1818,1818,Garstedt,126.138,382.004,F,V,0,4,"(Id="""")",None,None
1819,1819,1819,Tarazed,126.138,251.468,G,V,3,3,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
1820,1820,1820,Sirdar,127.16,-309.481,F,V,1,4,"(Id="""")",None,None
1821,1821,1821,Teng,127.695,-272.02,K,V,5,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1823,1823,1823,Frazer,129.232,-333.467,K,V,9,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1824,1824,1824,Richmond,130.778,455.449,G,V,4,3,"(Id="""")",None,None
1825,1825,1825,Byesville,132.602,335.734,M,V,9,1,"(Id="""")",None,None
1826,1826,1826,Dover,132.602,201.313,G,V,2,4,"(Id="""")",None,None
1827,1827,1827,Yuris,134.663,-350.514,M,V,0,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1828,1828,1828,Hadnall,136.734,-262.702,K,V,2,2,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1829,1829,1829,Haappajarvi,137.24,-240.696,K,V,1,2,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1830,1830,1830,Labrea,138.797,325.429,F,V,2,3,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1831,1831,1831,Bethel,140.619,-184.105,F,V,0,4,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
1832,1832,1832,Courcellete,141.65,-310.772,F,V,6,3,"(Id="""")",None,None
1833,1833,1833,Savinsville,141.899,356.185,F,V,9,5,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1834,1834,1834,Andro,144.745,-173,M,V,3,1,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
1835,1835,1835,Caripare,146.814,291.272,K,V,7,1,"(Id="""")",None,None
1836,1836,1836,Wolcott,147.08,337.282,F,V,3,3,"(Id="""")",None,None
1837,1837,1837,Abruzzi,149.392,-304.327,K,V,8,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1839,1839,1839,Rockland,149.916,419.232,K,V,3,2,"(Id="""")",None,None
1840,1840,1840,Avon,150.086,250.796,G,V,8,5,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
1841,1841,1841,Listowel,150.173,-67.516,K,V,8,1,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
1842,1842,1842,Orbisonia,150.173,-155.163,M,V,6,1,"(Id=""MWFactionAsset:RepairSystem_9"")",None,None
1844,1844,1844,Turtle Bay,152.752,400.905,K,V,4,1,"(Id="""")",None,None
1845,1845,1845,Regis Roost,153.512,-442.234,G,V,0,3,"(Id="""")",None,None
1846,1846,1846,Brisbane,154.953,-398.782,G,V,2,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1847,1847,1847,Outer Volta,155.338,317.926,F,V,2,4,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1848,1848,1848,Aea,156.052,-426.165,K,V,7,1,"(Id="""")",None,None
1849,1849,1849,Bacum,157.152,-289.26,K,V,6,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1850,1850,1850,Vanern,159.223,141.093,G,V,1,4,"(Id="""")",None,None
1851,1851,1851,Shaunavon,160.264,-323.461,G,V,0,2,"(Id="""")",None,None
1852,1852,1852,Matar,162.067,56.297,K,V,9,1,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
1853,1853,1853,Juazeiro,162.575,301.641,K,V,7,1,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1854,1854,1854,Marshdale,163.367,330.046,M,V,6,1,"(Id="""")",None,None
1855,1855,1855,Almunge,163.624,396.997,G,V,0,4,"(Id="""")",None,None
1856,1856,1856,Amiga,165.17,-84.574,K,V,9,1,"(Id=""MWFactionAsset:RepairSystem_7"")",None,None
1857,1857,1857,Yardley,166.47,209.849,G,V,0,3,"(Id="""")",None,None
1858,1858,1858,Hanover,167.233,364.203,A,V,4,4,"(Id=""MWFactionAsset:StoryCluster6"")",None,None
1859,1859,1859,Yumesta,169.82,225.134,F,V,4,4,"(Id="""")",None,None
1860,1860,1860,Apriki,173.189,121.448,F,V,0,3,"(Id="""")",None,None
1861,1861,1861,Klathandu IV,175.25,31.491,F,V,7,4,"(Id="""")",None,None
1862,1862,1862,Reisling's Planet,175.765,80.602,G,V,7,3,"(Id="""")",None,None
1863,1863,1863,Schwartz,176.291,426.722,M,V,0,1,"(Id="""")",None,None
1864,1864,1864,Aucara,176.54,-296.299,F,V,0,4,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1865,1865,1865,Bangor,176.54,349.722,G,V,9,3,"(Id=""MWFactionAsset:StoryCluster6"")",/Game/Campaign/CampaignArcs/Regions/StoryCluster_06/StoryCluster_6_STM.StoryCluster_6_STM,None
1866,1866,1866,Landmark,176.554,-396.705,K,V,4,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1867,1867,1867,Argos,177.463,-484.335,F,V,6,4,"(Id="""")",None,None
1868,1868,1868,Bristol,179.097,-65.984,K,V,5,2,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
1869,1869,1869,New Mendham,179.124,59.401,G,V,9,3,"(Id=""MWFactionAsset:RepairSystem_4"")",None,None
1870,1870,1870,Irece,179.371,293.992,F,III,8,4,"(Id=""MWFactionAsset:KuritanBadlands"")",/Game/Campaign/CampaignArcs/Regions/13_1/13_1.13_1,None
1871,1871,1871,Coudoux,180.696,382.752,G,V,9,2,"(Id="""")",None,None
1872,1872,1872,Koping Chian,181.196,116.275,F,V,7,3,"(Id="""")",None,None
1873,1873,1873,Flaum,182.35,-415.472,G,V,0,3,"(Id="""")",None,None
1874,1874,1874,Minowa,183.519,157.407,F,V,5,3,"(Id="""")",None,None
1875,1875,1875,Beenleigh,183.783,-268.848,F,V,4,4,"(Id="""")",None,None
1876,1876,1876,Carmacks,183.783,-236.833,G,V,3,4,"(Id="""")",None,None
1877,1877,1877,Jansen's Hold,183.985,-378.279,G,V,4,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1878,1878,1878,Teniente,185.1,307.824,G,V,2,3,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1879,1879,1879,Burton,185.434,-420.735,K,V,9,1,"(Id="""")",None,None
1880,1880,1880,Manteno,189.215,-71.907,F,V,5,4,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
1881,1881,1881,New Vallis,191.796,-375.56,G,V,1,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1882,1882,1882,Fortymile,193.597,-214.33,K,V,9,1,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
1883,1883,1883,Corsica Nueva,194.121,227.165,F,V,6,3,"(Id="""")",None,None
1884,1884,1884,Jamestown,194.879,-387.717,G,V,1,5,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1885,1885,1885,New Ganymede,197.42,-377.374,G,V,2,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1886,1886,1886,Taygeta,198.383,-295.672,F,V,1,4,"(Id="""")",None,None
1887,1887,1887,Virentofta,199.038,400.102,K,V,7,1,"(Id="""")",None,None
1888,1888,1888,Carthage,199.053,-464.191,G,V,6,2,"(Id="""")",None,None
1889,1889,1889,Meinacos,201.091,295.18,F,V,0,4,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1890,1890,1890,Hyner,204.201,327.985,G,V,1,2,"(Id="""")",None,None
1891,1891,1891,Layover,204.201,-19.95,F,V,8,12,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1892,1892,1892,Tatsuno,204.459,155.048,G,V,7,2,"(Id="""")",None,None
1893,1893,1893,Cumberland,207.037,-264.979,G,V,2,2,"(Id="""")",None,None
1894,1894,1894,Kabah,207.047,369.593,K,V,0,2,"(Id=""MWFactionAsset:StoryCluster7"")",None,None
1895,1895,1895,Le Blanc,207.047,18.309,G,III,0,4,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1897,1897,1897,Hobson,214.194,-283.977,M,V,4,1,"(Id="""")",None,None
1898,1898,1898,Camadeierre,217.73,-401.501,G,V,0,4,"(Id="""")",None,None
1899,1899,1899,Stapelfeld,218.158,393.156,G,V,0,2,"(Id="""")",None,None
1900,1900,1900,Mordialloc,219.972,-263.495,G,V,4,2,"(Id="""")",None,None
1901,1901,1901,Spitz,221.008,-429.166,F,V,5,3,"(Id="""")",None,None
1902,1902,1902,Markesan,221.517,-74.882,K,V,5,1,"(Id="""")",None,None
1903,1903,1903,Jeanette,222.033,367.304,G,V,6,3,"(Id=""MWFactionAsset:StoryCluster7"")",None,None
1904,1904,1904,McComb,222.299,57.597,K,V,7,1,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1905,1905,1905,Togura,224.362,153.501,G,III,4,4,"(Id="""")",None,None
1906,1906,1906,Mithron,224.445,-363.581,G,V,8,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1907,1907,1907,Herndon,225.403,332.375,K,V,0,3,"(Id=""MWFactionAsset:RepairSystem_19"")",None,None
1908,1908,1908,Victoria (Meglan 2537-),225.66,-176.869,K,V,6,1,"(Id="""")",None,None
1909,1909,1909,McAlister,226.604,343.052,M,V,0,1,"(Id=""MWFactionAsset:RepairSystem_19"")",None,None
1910,1910,1910,New Ivaarsen,226.948,34.591,K,V,1,3,"(Id="""")",None,None
1911,1911,1911,Atreus Prime,227.712,-373.559,G,V,0,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1912,1912,1912,Chupadero,227.989,379.415,F,V,5,4,"(Id=""MWFactionAsset:StoryCluster7"")",/Game/Campaign/CampaignArcs/Regions/StoryCluster_07/StoryCluster_7_STM.StoryCluster_7_STM,None
1913,1913,1913,Kaitangata,231.608,-279.75,F,V,6,3,"(Id="""")",None,None
1914,1914,1914,Hellespont,235.525,-512.462,M,V,3,1,"(Id="""")",None,None
1915,1915,1915,Strawn,235.996,-90.521,M,V,4,1,"(Id="""")",None,None
1916,1916,1916,Ebensburg,237.278,301.385,K,V,0,3,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
1917,1917,1917,Wapakoneta,238.316,69.227,K,V,0,6,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1918,1918,1918,Oshika,239.151,176.676,G,V,5,3,"(Id="""")",None,None
1920,1920,1920,Cheriton,244.78,328.533,F,V,5,3,"(Id=""MWFactionAsset:RepairSystem_19"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_18_Blob.Safezone_18_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_18.Safezone_18
1921,1921,1921,Midway,247.633,203.129,G,V,2,3,"(Id="""")",None,None
1922,1922,1922,Montcoal,247.892,-168.347,F,V,6,4,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1923,1923,1923,Sawyer,250.47,392.64,G,V,6,3,"(Id="""")",None,None
1924,1924,1924,Matamoras,252.531,349.206,G,V,1,1,"(Id=""MWFactionAsset:RepairSystem_19"")",None,None
1925,1925,1925,Oltepesi,252.54,-276.68,M,V,2,1,"(Id="""")",None,None
1926,1926,1926,Emporia,256.663,-6.504,K,V,5,1,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1927,1927,1927,New Aberdeen,256.932,78.276,G,V,5,2,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1928,1928,1928,Lonaconing,257.971,374.51,K,V,9,1,"(Id=""MWFactionAsset:StoryCluster10"")",None,None
1929,1929,1929,Tuscarawas,258.234,308.429,F,V,5,4,"(Id="""")",None,None
1930,1930,1930,Ipava,259.003,-105.802,F,V,8,4,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1932,1932,1932,Benet III,262.877,58.113,M,V,5,3,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1933,1933,1933,Clearfield,263.651,327.489,K,V,3,1,"(Id=""MWFactionAsset:RepairSystem_19"")",None,None
1934,1934,1934,Bettendorf,264.949,25.801,G,V,2,2,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1935,1935,1935,Bergman's Planet,265.979,74.914,G,V,3,3,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1936,1936,1936,Lothair,266.229,-337.134,K,V,2,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1937,1937,1937,Tarnby,266.755,429.083,F,V,0,4,"(Id=""MWFactionAsset:RepairSystem_29"")",None,None
1938,1938,1938,Bogard,269.339,-32.361,M,V,8,1,"(Id=""MWFactionAsset:RepairSystem_3"")",None,None
1940,1940,1940,Drienfontein,271.153,-290.356,G,V,9,3,"(Id="""")",None,None
1941,1941,1941,"Davetal (Davetal II, III)",271.495,-446.983,F,V,5,2,"(Id="""")",None,None
1942,1942,1942,Amber Grove,272.879,-362.394,K,V,1,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1943,1943,1943,New Damascus,273.999,-206.602,K,V,9,8,"(Id="""")",None,None
1944,1944,1944,Handa,274.771,140.578,F,V,9,3,"(Id="""")",None,None
1945,1945,1945,Macksburg,276.326,341.683,K,V,4,1,"(Id="""")",None,None
1946,1946,1946,Sakhara V,276.586,34.077,K,V,3,1,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1947,1947,1947,Isesaki,277.093,193.852,M,V,0,1,"(Id="""")",None,None
1948,1948,1948,Kirklin,278.38,-67.51,K,V,5,1,"(Id="""")",None,None
1949,1949,1949,Matsuida,278.405,129.101,G,V,5,3,"(Id="""")",None,None
1950,1950,1950,Northfield,279.421,-75.525,K,V,5,1,"(Id="""")",None,None
1951,1951,1951,Waxell,279.421,-179.941,K,V,1,1,"(Id="""")",None,None
1952,1952,1952,Sakuranoki,282.265,159.966,G,V,6,3,"(Id="""")",None,None
1953,1953,1953,Altona,283.553,421.581,M,V,6,1,"(Id=""MWFactionAsset:RepairSystem_29"")",None,None
1954,1954,1954,Die Moot,284.326,-302.741,F,V,0,3,"(Id="""")",None,None
1955,1955,1955,Grosvenor,285.875,-224.64,K,V,5,1,"(Id="""")",None,None
1956,1956,1956,Kiserian,285.883,-279.256,K,V,5,1,"(Id="""")",None,None
1957,1957,1957,Cahokia,288.727,-72.946,M,V,0,4,"(Id="""")",None,None
1958,1958,1958,Hassi R'mel,288.727,278.863,F,V,8,4,"(Id="""")",None,None
