,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
963,1033.0,Keuterville,275.783,-311.682,M,V,2,1
964,1034.0,Naka Pabni,377.913,-291.644,G,V,8,2
965,1040.0,New Abilene,-71.642,-450.564,K,V,2,5
966,1041.0,Flintoft,191.536,-333.272,G,V,5,2
967,1042.0,Weippe,317.42,-307.107,F,V,3,2
968,1043.0,Budingen,382.302,162.025,G,V,8,2
969,1045.0,Valentina,397.814,141.609,K,V,7,1
970,1046.0,Bryceland,406.606,97.919,M,V,6,1
971,1047.0,Bad News,422.117,195.368,F,V,7,4
972,1048.0,Sevon,465.538,132.818,M,V,2,5
973,1049.0,Kennard,468.64,88.354,G,V,4,2
974,1050.0,Pitkin,492.678,76.984,F,V,9,3
975,1051.0,Rollis,150.442,-383.425,F,V,3,2
976,1052.0,Firgrove,249.955,-298.878,F,V,4,5
977,1053.0,Warren,298.034,-328.317,M,V,6,1
978,1054.0,Cohagen,372.222,-316.226,F,V,7,3
979,1055.0,Zlatousi,427.28,219.671,K,V,7,1
980,1056.0,Kazanka,444.605,229.752,K,V,7,1
981,1057.0,Haynesville,455.201,79.572,F,V,4,4
982,1059.0,Hazelhurst,550.07,65.349,M,V,2,1
983,1060.0,Bastrop,563.403,61.713,M,V,0,1
984,1061.0,Inner End,587.295,75.17,M,V,5,1
985,1062.0,Montour,348.702,-328.614,F,V,1,3
986,1063.0,Tortuga Prime,664.715,-233.487,G,IV,2,3
987,1064.0,Novo Franklin,667.892,61.542,F,V,6,8
988,1065.0,Nova Roma,-83.252,-133.95,F,IV,6,3
989,1066.0,Camlann (LC),0.521,165.62,G,V,6,3
990,1067.0,Algenib,-438.602,-379.179,K,V,4,1
991,1070.0,Joyz,-135.403,-448.365,K,V,3,1
992,1071.0,Herotitus,58.729,-430.11,G,IV,3,2
993,1072.0,Lothario,-474.391,-185.731,M,III,3,2
994,1073.0,Albiero,150.446,356.782,M,IV,2,3
995,1075.0,Bone-Norman,-185.36,424.923,G,V,6,2
996,1076.0,Circinus,-388.555,-66.824,G,IV,5,4
997,1082.0,New St. Andrews,-513.029,-107.97,F,V,4,4
998,1084.0,Spencer,5.522,-489.476,G,V,0,2
999,1085.0,Detroit,19.15,-452.551,G,V,1,3
1000,1086.0,Rockwellawan,67.084,-483.321,K,V,2,2
1001,1087.0,Portland,91.271,-508.604,G,V,3,2
1002,1088.0,Luxen,-102.54,-493.873,M,V,2,6
1003,1091.0,Winfield (FS),537.395,23.472,G,V,8,2
1004,1092.0,Astrokaszy,-290.632,-315.408,G,V,4,3
1005,1093.0,Lummatii,-487.193,-205.012,F,V,8,4
1006,1094.0,Logan Prime,-484.775,-228.763,F,V,7,3
1007,1095.0,Lordinax,-469.824,-172.906,F,V,2,4
1008,1096.0,Lindassa,-475.101,-216.009,G,V,6,3
1009,1097.0,Leximon,-463.228,-207.652,G,V,0,3
1010,1099.0,Alphard (MH),-406.23,-298.444,G,IV,3,4
1011,1100.0,Dormandaine,462.322,100.73,F,V,4,5
1012,1102.0,Hardisey's Haven,-414.627,-91.682,K,V,8,1
1013,1104.0,Larsha,118.379,-393.234,F,V,1,4
1014,1105.0,Addhara,-443.661,-293.417,G,V,5,2
1015,1106.0,Stafford,-422.993,-306.609,F,V,2,4
1016,1107.0,Mirfak,386.121,-478.358,G,V,2,2
1017,1109.0,Maximillian,-443.069,-126.782,F,V,4,4
1018,1110.0,Celano,323.458,-484.147,F,V,4,4
1019,1112.0,Thadora's Land,-442.84,-90.993,F,V,7,3
1020,1113.0,Baccalieu,-404.744,-334.758,K,V,2,2
1021,1114.0,Islington,-383.416,-368.844,K,V,6,1
1022,1115.0,Zorn's Keep,-428.849,-112.788,G,V,9,3
1023,1117.0,Pompey,-430.469,-320.684,G,V,4,3
1024,1118.0,Suetonius,-405.185,-317.385,G,V,1,1
1025,1119.0,Early Dawn,-92.969,-428.575,K,V,7,1
1026,1120.0,Vixen,-292.617,-390.095,G,V,3,5
1027,1121.0,Elissa,-39.048,483.083,F,V,1,9
1028,1122.0,Laconis,152.05,-392.974,M,V,4,1
1029,1123.0,MacLeod's Land,169.478,-387.172,G,V,1,3
1030,1124.0,Illiushin,211.927,-397.51,M,V,6,4
1031,1126.0,Euschelus,280.794,-389.434,K,V,6,1
1032,1127.0,Perdition,306.955,-356.676,G,V,6,5
1033,1128.0,Organo,355.767,-347,K,V,1,3
1034,1129.0,Lushann,449.617,140.809,M,V,3,8
1035,1130.0,Kufstein,-11.125,341.426,G,V,2,1
1036,1132.0,New Port Royal,658.457,-211.158,K,V,5,1
1037,1133.0,New Gascony,662.624,-261.238,F,V,2,3
1038,1134.0,Morgan's Holdfast,672.605,-192.835,K,V,7,1
1039,1135.0,Cate's Hold,-69.555,-471.669,M,V,2,1
1040,1137.0,Ferris (OC),-55.392,506.363,K,V,1,2
1041,1139.0,Quantraine,455.618,205.207,G,V,4,4
1042,1140.0,Fletcher's Feast,677.501,-218.96,F,V,2,4
1043,1141.0,Zebeneschamali,-77.811,90.165,M,V,2,1
1044,1142.0,Coventry,-257.862,221.263,F,V,4,3
1045,1143.0,Highspire,100.289,-119.184,F,V,9,2
1046,1144.0,Dante,427.86,175.122,K,V,4,2
1047,1145.0,Cebalrai,-8.289,119.379,K,III,2,3
1048,1146.0,Horsham,155.349,-354.979,F,V,6,3
1049,1147.0,Kathil,171.357,-148.58,F,V,4,3
1050,1148.0,Lindsay,206.53,-350.025,F,V,0,4
1051,1149.0,Deneb Kaitos,64.617,-12.971,K,III,2,3
1052,1178.0,Waypoint,-489.177,183.055,G,V,8,3
1053,1179.0,Otisberg,-486.472,125.07,F,V,9,4
1054,1180.0,Paulinus,-481.258,-254.712,G,V,3,3
1055,1181.0,Gillfillan's Gold,-475.372,113.176,G,V,6,3
1056,1182.0,Slewis,-475.363,216.569,G,V,5,2
1057,1183.0,New Venice,-470.704,-296.494,F,V,5,3
1058,1184.0,Marius's Tears,-468.505,-357.737,K,V,5,1
1059,1185.0,Viborg,-465.254,80.087,G,V,3,3
1060,1187.0,All Dawn,-459.307,154.018,F,V,3,3
1061,1188.0,New India,-458.313,47.517,M,V,4,1
1062,1189.0,Hinckley,-452.377,98.703,M,V,5,1
1063,1191.0,Timbuktu,-446.638,154.763,K,V,0,2
1064,1192.0,Caldarium,-444.773,234.442,F,V,2,4
1065,1193.0,Halifax,-440.98,128.944,F,V,3,2
1066,1194.0,Horatius,-439.703,-343.555,F,V,6,2
1067,1195.0,Wiltshire,-439.196,143.157,F,V,0,3
1068,1196.0,Ormstown,-438.887,193.565,K,V,0,2
1069,1197.0,Cruz Alta,-436.915,20.632,G,V,5,2
1070,1198.0,Karkkila,-433.743,90.686,G,V,3,3
1071,1199.0,Althastan,-432.453,-26.15,G,V,1,4
1072,1200.0,Shahr Kord,-431.463,-11.298,G,V,5,3
1073,1201.0,Aberystwyth,-430.967,58.633,G,V,2,3
1074,1202.0,Langhorne,-429.085,228.466,G,V,3,3
1075,1203.0,Florida,-426.806,73.885,M,V,6,1
1076,1204.0,Sarikavak,-425.743,8.291,G,V,2,3
1077,1205.0,Pocologan,-422.147,166.162,K,V,2,2
1078,1206.0,Coldbrook,-421.851,126.358,G,V,2,3
1079,1207.0,Son Hoa,-421.047,-36.494,K,V,0,2
1080,1208.0,Sapienza,-418.479,145.228,M,V,0,1
1081,1209.0,Urjala,-417.777,69.492,F,V,9,4
1082,1210.0,Lost,-415.294,252.444,G,V,6,3
1083,1211.0,Kladnitsa,-414.109,128.682,K,V,6,1
1084,1212.0,Stanley,-413.821,110.846,M,V,0,1
1085,1213.0,Teyvareb,-413.621,-13.999,G,V,6,3
1086,1214.0,Al Jafr,-412.829,12.108,F,V,8,4
1087,1215.0,Rapla,-411.541,83.452,F,V,6,4
1088,1216.0,Amminadav,-411.245,199.515,M,V,8,1
1089,1217.0,Sierra,-411.234,-111.752,F,V,7,2
1090,1218.0,Hazeldean,-409.263,-165.467,G,V,9,2
1091,1220.0,Issaba,-406.387,265.426,F,V,3,3
1092,1221.0,Alekseyevka,-403.504,183.741,K,V,3,1
1093,1222.0,Qurayyat,-403.504,225.102,K,V,1,1
1094,1223.0,Ayacucho,-403.306,52.938,G,V,3,2
1095,1224.0,Landfall,-403.313,-201.644,K,V,1,2
1096,1225.0,Revivim,-403.306,18.309,F,V,6,3
1097,1226.0,Firenze,-401.729,134.377,M,V,8,1
1098,1227.0,Ballalaba,-401.666,-352.79,F,V,4,4
1099,1229.0,Buena,-400.433,35.625,G,V,6,2
1100,1230.0,Madiun,-400.439,-36.745,F,V,3,2
1101,1231.0,Kwangjong-ni,-398.535,281.393,G,V,5,2
1102,1233.0,Ilzra,-397.863,2.286,M,V,2,1
1103,1234.0,Venaria,-396.071,83.964,F,V,0,2
1104,1235.0,Huntington,-395.483,-186.677,G,V,1,4
1105,1236.0,Mercedes,-392.711,112.143,K,V,4,1
1106,1237.0,Merton,-392.711,-121.755,K,V,2,2
1107,1238.0,Stantsiya,-392.711,-23.049,G,V,2,2
1108,1239.0,Lahti,-392.413,-223.152,K,V,7,1
1109,1241.0,Sackville,-391.123,-128.993,M,V,8,1
1110,1242.0,Aylmer,-390.827,-141.977,M,V,8,1
1111,1243.0,San Nicolas,-390.331,-168.342,K,V,9,1
1112,1244.0,Ferihegy,-390.124,161.51,F,V,2,4
1113,1245.0,Ma'anshan,-389.041,272.662,K,V,2,2
1114,1246.0,Aiguebelle,-384.879,101.539,G,V,0,3
1115,1247.0,Dalcour,-384.879,-99.555,K,V,9,1
1116,1248.0,Khon Kaen,-384.383,-46.309,G,V,6,2
1117,1249.0,Valloire,-384.098,39.902,F,V,6,3
1118,1250.0,Akfata,-381.799,176.248,M,V,9,1
1119,1251.0,Champadanga,-381.806,216.314,K,V,2,2
1120,1252.0,Enzesfled,-380.51,128.941,K,V,8,1
1121,1253.0,Chiavenna,-380.518,88.355,K,V,3,1
1122,1254.0,Tormentine,-380.518,-158.529,F,V,0,4
1123,1255.0,Etiler,-378.23,198.997,G,V,1,4
1124,1256.0,Main Street,-377.933,351.506,K,V,0,3
1125,1257.0,Canal,-377.634,307.298,K,V,7,1
1126,1258.0,Atzenbrugg,-377.644,-176.567,K,V,4,1
1127,1259.0,Qanatir,-377.138,256.899,M,V,7,1
1128,1260.0,Maxwell,-376.942,-114.526,K,III,9,5
1129,1261.0,Lepaterique,-375.067,-166.558,K,V,2,2
1130,1262.0,Kostinbrod,-374.869,157.895,M,V,1,1
1131,1263.0,Rajkot,-374.562,-21.248,G,V,7,2
1132,1264.0,Niangol,-374.275,242.936,M,V,9,1
1133,1265.0,Elume,-372.48,331.077,F,V,6,3
1134,1266.0,Manotick,-372.491,-133.95,F,V,7,3
1135,1267.0,Binyang,-370.409,21.414,M,V,7,1
1136,1268.0,Batajnica,-369.912,118.349,K,V,5,1
1137,1269.0,Cerillos,-369.902,-81.213,G,III,0,3
1138,1270.0,Hammer,-369.912,-142.769,K,V,7,1
1139,1271.0,Krung Thep,-369.606,235.44,G,V,6,2
1140,1272.0,Virtue,-368.922,176.253,G,V,5,3
1141,1273.0,Sappir,-367.622,218.654,F,V,1,4
1142,1274.0,Calafell,-366.542,130.232,F,V,0,4
1143,1275.0,Premana,-366.536,61.473,M,V,1,1
1144,1276.0,Novara,-366.33,115.646,K,V,8,1
1145,1277.0,Hednesford,-365.924,-228.851,G,V,9,2
1146,1278.0,Moriguchi,-365.254,290.245,G,V,0,4
1147,1279.0,Tainjin,-365.048,273.441,F,V,8,4
1148,1280.0,Inchicore,-362.372,7.443,F,V,6,4
1149,1282.0,Vermezzo,-361.675,162.296,G,V,7,3
1150,1283.0,Swartklip,-359.802,329.018,G,V,3,2
1151,1284.0,Mezzana,-357.524,84.74,G,V,0,3
1152,1285.0,Kelang,-357.227,200.803,M,V,1,1
1153,1286.0,Galisteo,-355.928,-71.907,F,V,8,3
1154,1287.0,Kogl,-354.947,-176.567,K,V,4,1
1155,1288.0,Vihtijarvi,-354.452,146.518,G,V,1,3
1156,1289.0,Romita,-354.154,-252.093,K,V,8,1
1157,1290.0,Tsarahavana,-353.152,301.61,F,V,9,2
1158,1291.0,Acrux,-352.026,40.745,F,V,1,3
1159,1292.0,Biloela,-351.28,-12.71,F,V,8,3
1160,1293.0,Engadine,-351.28,354.868,M,V,0,6
1161,1294.0,Nouasseur,-351.27,262.321,F,V,4,4
1162,1295.0,Baryshevo,-350.486,235.443,K,V,8,1
1163,1296.0,Corbeanca,-350.486,-235.839,F,V,5,2
1164,1297.0,Pencader,-350.486,-52.774,K,V,2,2
1165,1298.0,Triesting,-350.486,189.435,M,V,6,1
1166,1299.0,Stotzing,-348.505,-201.446,F,V,5,4
1167,1300.0,Danxian,-347.412,17.271,G,V,8,2
1168,1301.0,Maderas,-347.371,-113.301,G,V,1,3
1169,1302.0,Chhaprauli,-346.127,219.417,F,V,9,3
1170,1303.0,Maisons,-346.127,4.346,F,V,0,4
1171,1304.0,Howick,-343.838,315.833,K,V,6,1
1172,1305.0,Millerton,-343.25,285.329,K,V,3,1
1173,1306.0,Schererville,-339.386,-87.414,K,V,5,1
1174,1307.0,Neerabup,-339.188,333.668,G,V,8,5
1175,1308.0,Silver,-339.188,-130.875,M,V,9,1
1176,1309.0,Edmondson,-338.693,-102.927,K,V,5,1
1177,1310.0,Jubka,-338.693,-210.466,M,V,3,1
1178,1311.0,Zwipadze,-338.394,262.582,G,V,2,3
1179,1312.0,Bobruisk,-336.189,-15.482,F,V,6,3
1180,1313.0,Qarahta,-336.016,226.91,G,V,4,2
1181,1314.0,Nuneaton,-335.52,141.867,F,V,0,4
1182,1315.0,Prato,-335.322,-225.432,G,V,4,2
1183,1316.0,Strandfontein,-335.026,302.912,K,V,6,1
1184,1317.0,Ellijay,-334.034,7.708,K,V,2,2
1185,1318.0,Griffith,-333.734,-76.56,M,V,7,1
1186,1319.0,Timbiqui,-333.734,-59.235,F,V,2,4
1187,1320.0,Willunga,-333.734,345.303,K,V,4,1
1188,1321.0,Penobscot,-332.942,-45.795,G,V,7,3
1189,1322.0,Goth Khakar,-332.448,-244.56,F,V,1,4
1190,1323.0,Kvistgard,-332.438,151.946,F,V,3,4
1191,1324.0,Ciampino,-331.454,166.945,F,V,5,4
1192,1325.0,Abramkovo,-330.86,-28.739,G,V,6,2
1193,1326.0,Ewanrigg,-330.86,287.4,M,V,2,1
1194,1327.0,Curaumilla,-330.364,-119.181,K,V,3,1
1195,1328.0,Valil'yevskiy,-329.572,-178.153,G,V,3,3
1196,1329.0,Khartoum,-328.778,273.961,M,V,8,1
1197,1330.0,Schiedam,-328.778,-145.345,M,V,2,1
1198,1331.0,Bucklands,-326.196,330.561,K,V,7,4
1199,1332.0,Loburg,-324.716,10.294,M,III,1,3
1200,1333.0,Quilino,-323.626,154.536,M,V,9,1
1201,1334.0,Thraxa,-322.077,-378.003,M,V,1,2
1202,1335.0,Zaprudy,-320.058,92.758,F,V,7,4
1203,1336.0,Jerangle,-318.176,355.385,G,V,0,3
1204,1337.0,Abbadiyah,-317.967,246.551,G,V,2,2
1205,1338.0,Czarvowo,-317.48,61.477,K,V,4,1
1206,1339.0,Conakry,-316.194,-131.667,F,V,5,2
1207,1340.0,Epsilon,-316.183,-59.498,M,V,4,1
1208,1341.0,Vendrell,-315.896,125.842,M,V,8,1
1209,1342.0,Lesnovo,-315.4,-266.86,G,III,4,3
1210,1343.0,Kilarney,-313.607,-116.408,F,V,4,4
1211,1344.0,Storfors,-312.328,201.061,A,V,9,3
1212,1345.0,Zdice,-311.952,-24.363,G,V,4,3
1213,1346.0,Saltillo,-310.742,-82.508,G,V,1,2
1214,1347.0,Trentham,-310.742,342.974,M,V,5,1
1215,1348.0,Herzberg,-309.947,21.414,K,V,9,3
1216,1349.0,Noisiel,-308.362,148.073,K,V,0,3
1217,1350.0,Radostov,-308.163,43.904,M,V,5,1
1218,1351.0,Ghaziabad,-307.668,-237.622,G,V,1,4
1219,1352.0,Tangua,-307.363,271.885,K,V,7,1
1220,1353.0,Tiruppur,-306.073,162.799,G,V,6,2
1221,1354.0,Karakiraz,-305.29,-199.366,K,V,3,1
1222,1355.0,Mandaoaaru,-304.992,307.561,G,V,2,1
1223,1356.0,Australia,-304.298,289.472,K,V,8,3
1224,1358.0,Promised Land,-304.298,-72.418,G,V,8,2
1225,1359.0,Kosciusko,-302.714,-91.031,F,V,9,4
1226,1360.0,Jatznik,-302.218,191.495,G,V,3,2
1227,1361.0,Tchamba,-300.928,-147.627,F,V,3,3
1228,1362.0,Campoleone,-299.83,-291.844,G,V,2,2
1229,1363.0,Abejorral,-299.341,127.388,F,V,2,4
1230,1364.0,Winter,-299.333,350.462,K,V,7,1
1231,1365.0,Wolof,-298.848,-156.645,K,V,6,1
1232,1366.0,Panjang,-297.757,-181.724,G,V,2,3
1233,1369.0,Inarcs,-295.18,337.543,K,III,9,5
1234,1370.0,Tapihue,-293.693,186.333,M,V,7,1
1235,1371.0,Kowloon,-292.603,367.02,G,V,1,4
1236,1372.0,Finsterwalde,-289.827,17.796,M,V,2,1
1237,1373.0,Anembo,-288.729,314.793,G,V,8,3
1238,1374.0,Negushevo,-286.954,-273.801,F,V,3,3
1239,1375.0,Recife,-286.656,274.218,K,V,5,1
1240,1376.0,Miquelon,-285.855,300.837,G,V,9,2
1241,1377.0,Millungera,-282.593,-72.162,K,V,5,1
1242,1378.0,Arluna,-281.493,333.921,M,V,9,1
1243,1379.0,Gypsum,-281.491,26.058,F,V,9,3
1244,1380.0,Rosice,-279.223,52.943,G,V,3,3
1245,1381.0,Windsor,-277.142,274.992,G,V,1,2
1246,1382.0,Saravan,-274.265,186.074,G,V,0,4
1247,1383.0,Tematagi,-270.897,-266.564,G,V,8,2
1248,1386.0,Brooloo,-267.032,284.556,F,V,9,3
1249,1387.0,Jesenice,-266.861,347.423,G,V,7,3
1250,1388.0,Gambilon,-263.594,-382.84,K,V,5,1
1251,1389.0,Timehri,-261.075,297.219,G,V,5,2
1252,1390.0,Drosendorf,-258.995,41.312,G,V,6,2
1253,1391.0,Medzev,-255.427,46.734,M,V,1,1
1254,1392.0,Kwangchowwang,-253.353,333.408,K,V,6,1
1255,1393.0,Labouchere,-253.353,-74.487,F,V,0,4
1256,1394.0,Ibarra,-253.047,-182.023,K,V,2,1
1257,1395.0,Mankova,-253.057,-272.015,G,V,4,3
1258,1396.0,New Capetown,-252.057,260.773,K,V,9,4
1259,1397.0,Adelaide,-250.471,315.316,M,V,7,1
1260,1398.0,Pangkalan,-249.288,364.973,G,V,2,2
1261,1399.0,Marantha,-248.415,-368.993,K,V,5,4
1262,1401.0,Bismarck,-245.316,-264.984,F,V,5,3
1263,1402.0,Weistheimer,-244.905,-519.158,M,V,0,1
1264,1403.0,Tsinan,-243.235,206.489,G,V,2,2
1265,1404.0,Bayindir,-242.749,-296.299,G,V,6,2
1266,1405.0,Ludwigshafen,-242.749,281.968,K,V,6,1
1267,1406.0,Gatineau,-242.449,296.964,F,V,1,4
1268,1407.0,Palladix,-241.378,-409.228,G,V,7,2
1269,1408.0,Kolovraty,-241.163,372.182,G,V,3,2
1270,1409.0,Chapultepec,-240.361,343.486,F,V,5,3
1271,1410.0,Annunziata,-240.171,358.742,G,V,5,2
1272,1411.0,Booker,-237.65,-357.776,G,V,8,3
1273,1412.0,Tuamotu,-235.214,-185.686,F,V,3,4
1274,1413.0,Vorzel,-235.009,180.125,G,V,1,2
1275,1414.0,Zwenkau,-233.718,9.774,G,V,0,3
1276,1415.0,Mahone,-232.935,307.046,G,V,6,2
1277,1416.0,Kossandra's Memory,-232.145,-474.748,G,V,6,3
1278,1417.0,Techne's Revenge,-231.593,-424.618,K,V,7,1
1279,1419.0,Newtown Square,-228.268,393.123,G,V,9,2
1280,1420.0,Greenlaw,-227.474,159.438,G,V,1,3
1281,1421.0,Horneburg,-225.394,166.94,F,V,4,4
1282,1422.0,Mississauga,-224.909,294.635,G,V,5,2
1283,1423.0,Preston (FWL),-223.908,-71.133,F,V,2,4
1284,1424.0,Cascade,-223.115,-47.613,M,V,8,1
1285,1425.0,Melissia,-222.792,346.996,G,V,9,5
1286,1426.0,Sharqah,-220.744,-292.137,K,V,5,1
1287,1427.0,Eilenburg,-220.24,19.339,F,V,8,3
1288,1428.0,Howrah,-219.753,-279.253,F,V,5,4
1289,1429.0,Upano,-219.448,192.276,M,V,7,1
1290,1430.0,Bass,-218.513,-353.602,F,V,8,3
1291,1431.0,Katlehong,-217.664,-252.098,M,V,2,1
1292,1432.0,Wildwood,-217.633,-440.009,G,V,4,2
1293,1433.0,Escobas,-216.878,-126.417,F,V,2,4
1294,1434.0,Afarsin,-216.314,-369.872,K,V,4,1
1295,1435.0,Mogyorod,-214.005,377.1,F,V,6,3
1296,1436.0,Uzhgorod,-213.996,56.825,G,V,2,2
1297,1437.0,Wrociaw,-211.22,240.605,K,V,4,1
1298,1438.0,Clermont,-209.941,352.538,K,V,0,2
1299,1439.0,Crawford's Delight,-209.067,-519.376,K,V,7,1
1300,1440.0,Glevakha,-206.769,-303.733,M,V,8,1
1301,1441.0,Zhongshan,-206.564,323.325,K,V,4,1
1302,1442.0,Lindenmarle,-206.199,-384.383,K,V,9,1
1303,1443.0,Candiear,-203.78,-419.341,M,V,8,1
1304,1444.0,Kikuyu,-203.689,366.491,G,V,7,3
1305,1445.0,Tetersen,-203.192,144.71,G,V,5,2
1306,1446.0,Payvand,-202.4,-317.216,F,V,2,4
1307,1447.0,Gibbs,-201.11,157.892,G,V,9,3
1308,1448.0,Incukalns,-201.11,212.952,M,V,0,1
1309,1449.0,Santana,-198.832,258.445,G,V,8,3
1310,1450.0,Timkovichi,-198.246,246.04,G,V,1,3
1311,1451.0,Royal Foxx,-196.306,-395.377,G,V,1,4
1312,1452.0,Thuban,-196.264,117.823,K,V,2,2
1313,1454.0,Rohinjan,-190.802,-303.042,G,V,3,2
1314,1455.0,Bethonolog,-187.952,-357.999,K,V,8,1
1315,1456.0,Obrenovac,-187.432,-335.553,F,V,0,3
1316,1457.0,Blue Hole,-186.646,348.664,K,V,7,4
1317,1458.0,Harminous,-185.971,-444.404,F,V,8,2
1318,1459.0,Roadside,-185.056,368.82,M,VII,1,3
1319,1460.0,Great X,-184.36,287.911,M,V,0,4
1320,1461.0,Dukambia,-181.99,213.726,G,V,2,2
1321,1462.0,Zanderij,-178.124,265.428,G,V,6,1
1322,1463.0,Botany Bay,-177.828,483.083,G,V,4,3
1323,1464.0,Deia,-176.045,303.685,G,V,5,6
1324,1465.0,Ruschegg,-175.241,-321.082,M,V,3,1
1325,1466.0,Gallis,-173.659,-380.426,K,V,7,1
1326,1467.0,Cameron (LC),-172.97,167.203,K,V,1,1
1327,1468.0,Megarez,-172.341,-411.208,K,V,4,1
1328,1469.0,Novo Tressida,-172.349,-493.212,M,V,5,3
1329,1470.0,Saonara,-171.178,-313.35,G,V,4,3
1330,1471.0,Hot Springs,-170.584,367.787,G,V,6,4
1331,1472.0,Nestor,-170.584,-25.895,F,V,8,3
1332,1473.0,Arc-Royal,-170.389,226.576,G,V,3,4
1333,1474.0,Launam,-167.214,-12.456,G,V,3,2
1334,1475.0,Mauripur,-167.214,-281.832,F,V,5,4
1335,1477.0,Kooken's Pleasure Pit,-165.238,345.818,G,V,5,4
1336,1478.0,Pasig,-165.232,332.632,G,V,8,2
1337,1479.0,Bondurant,-162.862,-45.28,K,V,6,1
1338,1480.0,Krimari,-162.228,-439.35,K,V,7,3
1339,1481.0,Mkuranga,-160.78,317.382,F,V,5,4
1340,1482.0,Yeguas,-160.66,281.747,G,IV,5,3
1341,1484.0,Last Chance,-159.788,477.135,G,V,9,3
1342,1486.0,Wisconsin,-158.698,-296.795,F,V,5,4
1343,1487.0,Skvorec,-158.204,-307.697,G,V,7,3
1344,1488.0,Esteros,-157.657,268.588,M,V,7,1
1345,1489.0,Blackjack,-156.905,364.43,G,V,3,3
1346,1491.0,Goat Path,-154.338,353.569,G,V,1,3
1347,1492.0,Camlann (FWL),-153.871,-233.875,M,III,0,1
1348,1493.0,Hamilton (LC),-150.76,222,M,V,1,1
1349,1494.0,Here,-150.168,444.822,K,V,3,1
1350,1495.0,Scheuerheck,-147.886,-328.614,F,V,7,3
1351,1496.0,Fianna,-141.443,20.628,K,V,2,2
1352,1498.0,Babaeski,-137.586,307.817,F,V,5,4
1353,1499.0,Bountiful Harvest,-137.281,261.032,F,IV,2,4
1354,1500.0,Alyina,-134.91,340.912,G,V,2,3
1355,1501.0,Adherlwin,-134.304,-418.682,F,V,9,3
1356,1502.0,Lockton,-134.304,-433.413,A,IV,3,2
1357,1503.0,Yanchep,-133.424,-287.281,G,V,6,3
1358,1504.0,Parakoila,-132.333,322.815,M,V,5,1
1359,1505.0,Waldorff,-131.829,358.739,G,V,1,5
1360,1506.0,Crevedia,-128.468,160.226,F,V,4,3
1361,1507.0,Butler,-126.179,375.283,M,V,1,3
1362,1508.0,Halmyre Deans,-125.884,98.175,M,V,0,1
1363,1509.0,New Kyoto,-125.729,11.811,G,V,5,3
1364,1510.0,Blackstone,-123.877,473.522,K,V,1,2
1365,1511.0,A Place,-123.764,272.182,G,V,5,2
1366,1512.0,Cap Rouge,-123.612,-307.697,A,V,9,5
1367,1515.0,Canonbie,-122.017,67.163,M,V,8,1
1368,1516.0,Aspropirgos,-119.143,-380.552,M,V,4,1
1369,1517.0,Watermael,-118.449,-336.048,K,V,6,1
1370,1518.0,Fanardir,-118.034,-398.676,K,V,6,1
1371,1519.0,Placida,-117.687,490.786,F,V,0,3
1372,1520.0,Apolakkia,-116.375,340.389,F,V,6,4
1373,1522.0,Siendou,-113.99,-291.701,K,V,9,1
1374,1524.0,Denizli,-113.005,347.374,K,V,8,1
1375,1526.0,Devin,-110.627,333.924,M,V,7,1
1376,1527.0,Ginestra,-110.619,163.323,K,V,2,2
1377,1528.0,Twycross,-108.349,365.246,F,IV,0,3
1378,1529.0,Butzfleth,-108.041,-373.809,M,V,0,1
1379,1530.0,Whittington,-106.267,106.457,K,V,3,2
1380,1532.0,Borgan's Rift,-105.063,-412.086,F,V,1,2
1381,1533.0,Dustball,-104.483,266.199,A,V,9,6
1382,1534.0,Sigurd,-103.889,479.713,G,V,7,3
1383,1536.0,Palm,-101.773,-469.906,M,V,2,1
1384,1537.0,Butte Hold,-100.816,462.398,G,V,8,3
1385,1538.0,Graus,-100.617,297.223,G,V,4,1
1386,1539.0,Vindemiatrix,-100.411,26.388,G,III,8,3
1387,1540.0,Blair Atholl,-98.763,271.115,M,V,2,1
1388,1541.0,Piriapolis,-98.755,-358.351,M,V,8,1
1389,1542.0,Granera,-98.239,-330.395,M,V,0,1
1390,1543.0,Edasich,-96.423,120.664,F,IV,6,3
1391,1544.0,Maxie's Planet,-96.434,389.507,G,V,3,3
1392,1545.0,Shenwan,-96.168,-221.868,G,V,9,2
1393,1546.0,Maritgues,-95.919,-213.338,M,V,3,1
1394,1547.0,Evciler,-95.137,356.673,K,V,4,1
1395,1548.0,Brixtana,-91.651,-450.122,K,V,2,2
1396,1549.0,Surcin,-91.252,197.371,K,V,2,2
1397,1550.0,Leskovik,-90.486,333.151,F,V,5,3
1398,1551.0,Romulus,-89.704,379.416,F,V,2,3
1399,1552.0,Ingonish,-88.157,-344.072,K,V,1,1
1400,1553.0,Villanueva,-87.642,-348.532,G,V,3,2
1401,1554.0,Deschenes,-87.116,-297.592,G,V,4,3
1402,1555.0,Drask's Den,-86.539,489.182,G,V,9,2
1403,1556.0,Sudeten,-83.471,292.084,K,V,5,4
1404,1557.0,Crellacor,-82.874,469.854,K,V,5,1
1405,1558.0,The Rock,-82.203,500.49,K,V,3,2
1406,1559.0,Ballynure,-82.203,246.295,F,V,8,4
