,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
1105,Grossbach,310.035,-366.791,G,V,7,1
1106,Grosvenor,285.875,-224.64,K,V,5,1
1107,Groveld III,386.961,113.43,G,V,7,3
1108,Grumium,-4.923,186.846,F,V,1,2
1109,Grunwald,-97.456,203.129,M,V,5,1
1110,Gruyeres,240.675,-214.56,F,V,1,4
1111,Guangzho,-109.825,-285.4,K,V,5,1
1112,Guatavita,-286.449,238.027,K,V,0,2
1113,Guldra,114.417,-461.156,G,V,2,4
1114,Gulf Breeze (Commonwealth Mining Outpost 26 3057-),-304.289,203.387,G,V,9,5
1115,Gulkana,353.609,-177.861,A,V,5,5
1116,Gunthar,39.275,-383.124,K,V,2,1
1117,Gunzburg,12.395,290.245,K,V,3,1
1118,Gurgaldar,-1381.808,-296.583,F,V,4,4
1119,Gurnet,93.475,-231.091,F,V,5,3
1120,Gurrnazovo,423.405,-240.7,G,V,3,2
1121,Gustrell,-66.621,466.65,F,V,2,3
1122,Gwithian,261.325,788.379,K,V,6,1
1123,Gwynedd,-276.407,459.462,M,V,7,1
1124,Gypsum,-281.491,26.058,F,V,9,3
1125,Haappajarvi,137.24,-240.696,K,V,1,2
1126,Hachiman,252.799,152.204,G,IV,8,4
1127,Haddings,-44.033,13.933,G,V,4,2
1128,Hadnall,136.734,-262.702,K,V,2,2
1129,Haerhbin,-6.444,-213.646,M,V,4,1
1130,Haggard,-477.067,59.406,G,V,6,2
1131,Hagiwawa,123.552,112.142,G,V,2,3
1132,Hahira,550.062,-100.644,M,V,8,1
1133,Hainfeld,-13.447,268.525,G,V,2,3
1134,Hakkaido,267.636,228.588,G,V,3,2
1135,Halesowen,36.439,251.726,F,V,6,3
1136,Halfway,-252.553,86.034,A,III,4,2
1137,Halgrim,625.961,154.393,M,V,0,1
1138,Halifax,-440.98,128.944,F,V,3,2
1139,Halkidik,982.325,202.082,F,V,7,3
1140,Hall,-13.961,-44.251,K,V,0,3
1141,Halla,513.804,204.112,M,V,4,1
1142,Halloran V,72.894,-77.022,F,IV,8,4
1143,Halmyre Deans,-125.884,98.175,M,V,0,1
1144,Halstead Station,78.057,43.443,M,II,4,3
1145,Hamal,64.875,-43.47,K,III,2,6
1146,Hamar,591.896,495.13,K,V,6,7
1147,Hamburg,-624.756,807.226,K,V,7,1
1148,Hamilton (FWL),-35.677,-81.311,K,V,4,1
1149,Hamilton (LC),-150.76,222,M,V,1,1
1150,Hammer,-369.912,-142.769,K,V,7,1
1151,Handa,274.771,140.578,F,V,9,3
1152,Hanover,167.233,364.203,A,V,4,4
1153,Hanseta,287.702,-352.311,K,V,9,1
1154,Hansii (Itsbur 2822+),64.184,-362.85,F,V,2,4
1155,Harbin,17.605,-223.263,K,V,2,1
1156,Hardcore,-198.284,-473.209,G,V,3,4
1157,Hardisey's Haven,-414.627,-91.682,K,V,8,1
1158,Harlez,-510.429,147.614,K,V,5,1
1159,Harloc,41.87,-224.443,F,V,0,5
1160,Harminous,-185.971,-444.404,F,V,8,2
1161,Harmony,-141.639,-170.624,G,V,8,4
1162,Harpster,213.251,82.416,F,V,3,4
1163,Harrow's Sun,261.847,71.038,G,V,1,2
1164,Harsefeld,-17.856,-141.977,M,V,0,1
1165,Hartshill,323.626,407.593,M,V,7,1
1166,Harvest,-62.052,375.286,F,V,2,4
1167,Hassad,-29.989,-160.615,M,V,5,1
1168,Hassi R'mel,288.727,278.863,F,V,8,4
1169,Hastur,-82.978,-402.337,G,V,0,2
1170,Haublan,-200.599,580.452,K,V,0,1
1171,Havdhem,183.269,185.545,F,V,9,3
1172,Hawktor,450.702,-333.11,M,V,9,1
1173,Haynesville,455.201,79.572,F,V,4,4
1174,Hazeldean,-409.263,-165.467,G,V,9,2
1175,Hazelhurst,550.07,65.349,M,V,2,1
1176,Hean,74.697,-14.518,K,V,1,3
1177,Heart Fjord,-135.27,-203.398,M,V,3,1
1178,Heathville,-509.832,91.851,M,V,8,1
1179,Hecheng,332.312,-266.247,K,V,7,1
1180,Hechnar,-16.84,-26.076,G,V,2,2
1181,Hector,151.375,1769.752,F,V,4,2
1182,Hednesford,-365.924,-228.851,G,V,9,2
1183,Hegel,-239.883,126.151,M,V,1,1
1184,Heidelburg,-301.157,508.422,M,V,0,1
1185,Heidrunn,-1877.204,279.173,G,V,9,3
1186,Heiligendreuz,3.354,277.832,G,V,9,2
1187,Helduza,-518.076,279.196,M,V,5,1
1188,Helen,57.454,10.034,M,V,0,5
1189,Heliat,124.233,-485.739,K,V,0,2
1190,Heligoland,86.076,-145.054,K,V,2,2
1191,Helios,-368.234,-411.4,F,V,9,3
1192,Helixmar,175.551,-203.1,G,V,7,2
1193,Hell's Paradise,-293.756,-65.872,K,V,2,2
1194,Helland,489.948,243.17,F,V,8,3
1195,Hellespont,235.525,-512.462,M,V,3,1
1196,Hellgate,40.343,1843.328,F,Ia,7,1
1197,Hellos Minor,-185.483,-180.968,G,V,0,4
1198,Helm,-133.614,-58.208,K,IV,4,4
1199,Helsingfors,143.712,152.719,G,V,8,2
1200,Helvetia,976.694,187.646,M,V,6,1
1201,Helvetica,-232.593,-571.418,M,V,8,1
1202,Hephzibah,457.521,-167.55,F,V,4,3
1203,Herat (FS),200.136,-185.658,G,V,8,2
1204,Herbania,-276.337,393.051,G,V,4,2
1205,Here,-150.168,444.822,K,V,3,1
1206,Hergazil,646.511,130.509,G,V,3,3
1207,Hermagor,23.764,388.984,G,V,5,2
1208,Herndon,225.403,332.375,K,V,0,3
1209,Herotitus,58.729,-430.11,G,IV,3,2
1210,Herrmaz,-241.42,-446.316,G,V,0,4
1211,Herzberg,-309.947,21.414,K,V,9,3
1212,Hesperus II,-123.603,46.734,F,IV,2,2
1213,Hexare,31.017,-233.165,K,V,7,1
1214,Hiberius,-513.023,65.019,G,V,9,2
1215,Hibernia,967.683,219.345,G,V,9,2
1216,Hibuarius,-38.682,-410.743,M,V,9,1
1217,Hickok,432.187,-4.961,G,V,8,3
1218,Highspire,100.289,-119.184,F,V,9,2
1219,Hildaman,170.519,90.257,K,V,2,2
1220,Hillerod,-128.261,141.864,K,V,2,2
1221,Hinckley,-452.377,98.703,M,V,5,1
1222,Hindmarsh,-195.462,-271.724,K,V,0,2
1223,Hiratsuka,-258.499,-253.388,K,V,2,2
1224,Hirtshals,-329.067,507.801,K,V,1,2
1225,Hivrannee,626.057,-5.99,K,V,5,1
1226,Hoard,39.368,1879.723,A,V,2,2
1227,Hobbs,255.386,-244.069,A,III,1,4
1228,Hobson,214.194,-283.977,M,V,4,1
1229,Hoensbroek,485.276,-130.965,F,V,7,3
1230,Hoff,264.176,36.654,G,III,4,4
1231,Hofn,600.099,545.503,G,III,8,4
1232,Hohenems,-18.361,348.402,F,V,3,3
1233,Hollabrunn,-208.346,33.295,K,V,7,1
1234,Holloway,64.875,-301.458,G,V,2,5
1235,Holmsbu,57.674,441.912,G,V,7,2
1236,Holt,-49.375,-102.928,G,V,2,3
1237,Homam,146.299,51.907,G,V,2,2
1238,Home,-278.619,-163.985,G,V,3,3
1239,Homer (Zara 2850-),-78.675,1799.056,K,V,5,2
1240,Homestead,57.896,-283.618,F,V,2,3
1241,Hongor,390.063,314.277,G,V,9,2
1242,Hongqiao,-227.178,-232.669,G,V,2,1
1243,Hood IV,-269.113,369.338,F,V,4,4
1244,Hoonaar,460.634,-264.984,G,V,7,2
1245,Horatius,-439.703,-343.555,F,V,6,2
1246,Horgens,216.121,-1190.306,M,V,0,1
1247,Horneburg,-225.394,166.94,F,V,4,4
1248,Hornir's Keep,-258.372,-33.63,F,V,7,4
1249,Horsham,155.349,-354.979,F,V,6,3
1250,Hortense,488.03,-144.558,F,V,9,3
1251,Hot Springs,-170.584,367.787,G,V,6,4
1252,Housekarle,33.337,-276.876,G,V,6,3
1253,Howick,-343.838,315.833,K,V,6,1
1254,Howrah,-219.753,-279.253,F,V,5,4
1255,Hoyleton,506.128,-51.745,K,V,8,1
1256,Hrafn,618.547,232.599,M,V,4,1
1257,Hsien,5.683,-54.334,G,V,0,1
1258,Huaide,376.88,286.623,K,V,0,2
1259,Huan,304.753,98.175,K,V,7,1
1260,Huanghuadian (Tincalunas 3130+),42.347,-432.173,F,V,9,3
1261,Hudeiba,-78.583,-285.4,F,V,8,3
1262,Huesta,-431.954,34.134,K,V,7,1
1263,Humansville,552.89,-32.356,F,V,8,4
1264,Hun Ho,250.211,136.693,F,V,5,5
1265,Hunan,71.209,-95.949,F,VII,9,4
1266,Hunter's Paradise,-599.964,133.613,K,V,3,1
1267,Huntington,-395.483,-186.677,G,V,1,4
1268,Huntress,49.223,1757.87,G,V,7,2
1269,Hurgh,129.044,-171.023,M,V,6,1
1270,Hurik,77.792,-396.306,K,V,9,1
1271,Huron,315.102,-71.907,G,V,4,3
1272,Hustaing,55.052,-245.656,G,V,1,4
1273,Hyades Cluster,191.317,-389.55,G,V,9,3
1274,Hyalite,268.824,-354.187,A,IV,4,5
1275,Hyde,-162.356,2.54,G,V,9,2
1276,Hyner,204.201,327.985,G,V,1,2
1277,Hyperion,-19.402,277.063,F,V,7,3
1278,Hè-shì,190.389,-305.208,K,V,8,1
1279,Hódmezovásárhely,-193.279,-142.506,G,V,2,3
1280,Ibarra,-253.047,-182.023,K,V,2,1
1281,Ibstock,-20.985,-101.91,G,V,4,2
1282,Icar,-83.499,413.799,F,V,4,4
1283,Ichlangis,101.656,-401.216,K,V,5,1
1284,Ichmandu,-82.899,525.212,F,V,5,2
1285,Ictus,547.266,186.204,K,V,1,2
1286,Ideyld,-201.408,-97.499,G,V,7,3
1287,Idlewind,123.552,429.051,M,V,1,1
1288,Idrmach/Idrmarch,-166.642,584.489,G,V,5,2
1289,Ife,71.485,-288.139,K,V,8,1
1290,Igualada,290.274,114.234,G,V,0,2
1291,Iijima,211.18,196.151,G,V,3,1
1292,Ikast,101.312,-284.107,F,V,7,3
1293,Iknogoro,-50.158,-248.43,K,V,7,1
1294,Ildlandet,-241.134,-320.682,G,V,8,2
1295,Ildrong (Sanurcha 2750-),430.311,-219.14,G,V,8,2
1296,Ilion,-285.299,-28.826,G,V,5,1
1297,Illium,-207.376,439.225,F,V,1,4
1298,Illiushin,211.927,-397.51,M,V,6,4
1299,Illizi,-1026.588,148.021,G,V,3,2
1300,Illyria,-439.228,-178.11,G,V,4,3
1301,Ilmachna,-3.351,-108.45,K,V,5,1
1302,Ilmar,48.803,-170.535,G,V,7,3
1303,Ilzra,-397.863,2.286,M,V,2,1
1304,Imalda,29.976,-240.203,K,V,6,1
1305,Imbrial III,294.158,-49.416,F,V,8,3
1306,Imbros III,-2.077,34.077,M,V,5,3
1307,Immenstadt,82.181,-277.961,M,V,9,1
1308,Ina,199.014,-391.106,K,V,2,2
1309,Inarcs,-295.18,337.543,K,III,9,5
1310,Inchicore,-362.372,7.443,F,V,6,4
1311,Incukalns,-201.11,212.952,M,V,0,1
1312,Independence,58.656,-505.063,K,V,2,2
1313,Indicass,72.368,-249.026,A,V,7,5
1314,Indrapurai,-539.365,176.882,M,V,5,1
1315,Ingenstrem,317.163,-225.435,F,V,4,4
1316,Ingersoll,-5.179,-172.21,G,V,2,5
1317,Inglesmond,33.896,33.94,G,V,0,2
1318,Ingonish,-88.157,-344.072,K,V,1,1
1319,Ingress,49.622,-18.661,G,V,6,4
1320,Ingvolstand,-153.297,570.181,G,V,3,2
1321,Inman,556.02,7.187,G,V,3,2
1322,Inner End,587.295,75.17,M,V,5,1
1323,Inner Surge,-471.848,321.894,G,V,9,1
1324,Ionus,-183.568,-152.784,K,V,6,3
1325,Ipava,259.003,-105.802,F,V,8,4
1326,Ipswich,-48.342,-232.969,F,V,6,4
1327,Irece,179.371,293.992,F,III,8,4
1328,Irian,-46.531,-56.396,G,III,5,3
1329,Iron Land,-88.314,445.546,F,V,6,2
1330,Ironhold,46.182,1745.002,K,V,4,2
1331,Irurzun,187.05,97.538,G,V,4,5
1332,Isabela,-270.887,-242.484,K,V,8,1
1333,Isesaki,277.093,193.852,M,V,0,1
1334,Isfahan,163.233,460.221,M,V,5,1
1335,Ishtar,187.985,-388.078,G,V,5,4
1336,Islamabad,321.562,-254.18,M,V,7,1
1337,Islington,-383.416,-368.844,K,V,6,1
1338,Issaba,-406.387,265.426,F,V,3,3
1339,Itabaiana,127.168,307.557,G,V,8,4
1340,Itica,-64.064,-373.084,K,V,1,2
1341,Ito,7.478,-275.583,G,V,7,2
1342,Itrom,92.459,-442.683,G,V,0,2
1343,Itzehoe,-76.479,-518.769,F,V,5,3
1344,Izar,-59.981,97.402,B,VI,5,1
1345,Izmir,-340.859,-268.167,K,V,3,1
1346,Jaboatao,481.307,-212.055,M,V,5,1
1347,Jabuka,-28.45,219.417,K,V,4,1
1348,Jacobabad,407.865,-283.421,F,V,8,3
1349,Jacomarle,12.911,-382.628,M,V,2,1
1350,Jacson,110.619,-346.452,F,V,4,4
1351,Jaipur,175.508,-280.246,F,V,1,4
1352,Jamestown,194.879,-387.717,G,V,1,5
1353,Janina,-446.611,173.838,K,V,0,2
1354,Jansen's Hold,183.985,-378.279,G,V,4,3
1355,Jardangal,-546.017,290.188,F,V,0,3
1356,Jardine (Herakleion 2822+),-200.944,-91.199,F,V,4,4
1357,Jarett,102.171,415.147,M,V,7,1
1358,Jasmine,-31.03,-202.145,G,V,7,2
1359,Jatznik,-302.218,191.495,G,V,3,2
1360,Jaumegarde,-140.651,98.175,G,V,8,2
1361,Java,2.717,-241.816,G,V,1,3
1362,Jeanette,222.033,367.304,G,V,6,3
1363,Jeju,212.589,443.06,G,V,2,2
1364,Jenet,191.664,-253.952,G,V,2,3
1365,Jeppens,589.909,111.747,F,V,7,4
1366,Jerangle,-318.176,355.385,G,V,0,3
1367,Jeronimo,183.01,340.642,K,V,8,1
1368,Jesenice,-266.861,347.423,G,V,7,3
1369,Jesup,500.432,-121.562,M,V,4,1
1370,Jezersko,88.129,369.883,K,V,4,1
1371,Jiddah,-279.411,-236.041,G,V,9,2
1372,Jilin,-6.215,-114.935,G,V,9,2
1373,Joan's Post,509.796,245.11,M,V,0,1
1374,Johnson,531.755,252.287,G,V,9,3
1375,Johnsondale,160.78,-23.051,G,V,6,2
1376,Jonathan,100.547,-93.105,F,V,4,4
1377,Jonzac,115.275,-297.587,F,V,8,3
1378,Joppa,-27.019,-437.797,K,V,3,1
1379,Jordan Wais,496.804,177.265,G,V,6,2
1380,Jordian Cluster,-1778.657,585.464,K,V,0,2
1381,Jorvikland,-210.488,307.656,F,V,4,4
1382,Joshua,625.486,129.652,K,V,7,1
1383,Josselin,374.884,6.219,G,V,6,2
1384,Jouques,-110.619,-211.757,K,V,2,2
1385,Joyz,-135.403,-448.365,K,V,3,1
1386,Juazeiro,162.575,301.641,K,V,7,1
1387,Jubka,-338.693,-210.466,M,V,3,1
1388,Junction,134.928,78.787,K,V,7,1
1389,June,405.833,-264.187,G,V,3,5
1390,Jungar Qi,15.543,-281.895,G,V,2,2
1391,Junior,399.62,0.985,K,V,8,1
1392,Juniper,9.735,131.747,M,V,0,1
1393,Jápminboddu,-220.275,510.011,G,V,4,3
1394,Jászberény,-105.574,-142.411,M,V,0,1
1395,Kabah,207.047,369.593,K,V,0,2
1396,Kaesong,59.693,296.706,F,V,4,4
1397,Kafr Silim,118.636,-287.973,M,V,3,1
1398,Kagoshima,201.112,254.85,F,V,1,3
1399,Kaguyak,297.251,-236.036,F,V,2,4
1400,Kaifeng,71.853,-152.286,F,V,2,3
1401,Kaitangata,231.608,-279.75,F,V,6,3
1402,Kaiyuh,362.4,-217.705,K,V,8,1
1403,Kajikazawa,88.409,142.617,G,IV,5,4
1404,Kakada,-290.316,-124.637,F,V,2,4
1405,Kaldu,599.067,180.035,F,V,5,4
1406,Kalidasa,-105.763,-23.051,G,Ia,1,4
1407,Kalmar (CC),-67.584,-302.283,G,V,4,2
1408,Kalmar (HL),-824.653,862.79,G,V,9,3
1409,Kamarod,346.365,360.326,F,V,4,4
1410,Kamenz,-311.151,-4.36,G,V,2,2
1411,Kampen,-739.714,907.185,F,V,9,3
1412,Kanata,-96.154,-307.865,M,V,5,1
1413,Kandersteg,-120.727,227.948,F,V,0,4
1414,Kandis,-6.477,322.042,K,V,7,1
1415,Kannon,-11.93,124.441,M,V,7,1
1416,Kanowit,87.196,241.534,F,V,6,4
1417,Kansu,67.719,-59.756,F,V,9,4
1418,Kanto,330.78,283.811,F,V,8,3
1419,Kapoeta,-1011.211,191.447,G,V,8,2
1420,Karachi,-292.397,-243.278,F,V,8,2
1421,Karakiraz,-305.29,-199.366,K,V,3,1
1422,Karbala,-23.783,196.668,F,V,4,4
1423,Karkkila,-433.743,90.686,G,V,3,3
1424,Karlstejn,-52.468,-290.763,F,V,7,3
1425,Karpathos,964.968,194.704,M,V,5,1
1426,Karston,-10.352,277.063,F,V,9,4
1427,Kasdach,20.928,-313.054,F,V,4,4
1428,Kashilla,-1.551,-201.153,M,V,1,4
1429,Kathil,171.357,-148.58,F,V,4,3
1430,Katinka,151.694,-451.193,K,V,3,2
1431,Katla,-59.629,-341.019,K,V,4,1
1432,Katlehong,-217.664,-252.098,M,V,2,1
1433,Kaufermann,405.802,-100.734,G,V,0,4
1434,Kaumberg,-387.844,144.452,G,V,5,4
1435,Kaus Australis,5.683,83.447,B,IV,9,3
1436,Kaus Borealis,11.373,96.371,K,IV,1,4
1437,Kaus Media,7.746,80.087,K,V,2,1
1438,Kautokeino,241.744,-311.819,F,V,2,3
1439,Kawabe,240.646,135.661,M,V,5,1
1440,Kawich,53.764,-29.514,M,V,0,2
1441,Kazanka,444.605,229.752,K,V,7,1
1442,Kazlam,-1420.702,804.13,K,V,9,1
1443,Kaznejoy,329.457,132.599,F,V,4,5
1444,Kazu,101.119,-364.208,F,V,7,3
1445,Kearny,-127.169,-274.598,G,V,2,2
1446,Kebili,-962.728,113.212,K,V,7,1
1447,Keeling,-173.754,-217.409,G,V,8,3
1448,Kefya,-1034.065,178.625,G,V,4,1
1449,Keid,3.096,-10.127,G,IV,6,5
1450,Keihoku,307.702,212.076,G,V,7,2
1451,Kek,105.02,-153.207,M,V,8,1
1452,Kelang,-357.227,200.803,M,V,1,1
1453,Kelenfold,-57.392,198.214,F,V,2,4
1454,Kempten,45.221,308.076,F,V,1,4
1455,Kendall,-370.2,-200.855,F,V,9,4
1456,Kenilworth,561.597,-161.563,M,V,1,1
1457,Kennard,468.64,88.354,G,V,4,2
1458,Kent,693.25,128.011,F,V,5,3
1459,Kentares IV,149.4,-13.229,F,IV,5,4
1460,Kentwood,627.34,-20.204,K,V,4,1
1461,Kerman,-466.194,200.83,M,V,5,1
1462,Kern,126.171,-384.043,F,V,7,4
1463,Kervil,34.119,45.961,K,V,3,2
1464,Kesai (Kesai IV),370.161,105.677,A,II,5,4
1465,Kessel,-13.136,83.708,G,V,0,2
1466,Kestrel,268.309,-46.829,G,IV,8,3
1467,Kettering,446.672,-97.517,K,V,3,1
1468,Keuterville,275.783,-311.682,M,V,2,1
1469,Keystone,-125.089,-105.506,F,V,6,2
1470,Keytesville,375.066,-30.813,M,V,6,1
1471,Khartoum,-328.778,273.961,M,V,8,1
1472,Khi,134.044,-205.925,G,V,3,3
1473,Khon Kaen,-384.383,-46.309,G,V,6,2
1474,Ki Zoban,446.071,132.282,K,V,7,1
1475,Kiamba,71.07,239.834,M,V,7,1
1476,Kiesen,50.91,216.314,K,V,1,2
1477,Kievanur,-55.485,-152.459,G,V,8,2
1478,Kigamboni,206.274,-248.43,G,V,5,3
1479,Kikuyu,-203.689,366.491,G,V,7,3
1480,Kilarney,-313.607,-116.408,F,V,4,4
1481,Kilbourne,571.776,43.643,K,V,4,2
1482,Killarney,402.204,-203.731,M,V,0,1
1483,Killbourn,-5.084,13.109,K,V,1,2
1484,Kilmarnock,172.664,263.094,F,V,2,4
1485,Kimball II,-35.677,99.733,G,V,1,2
1486,Kimi,51.853,-410.668,F,V,5,3
1487,Kingtribel,32.592,142.444,G,V,9,2
1488,Kinkaid II,440.546,122.486,G,V,9,2
1489,Kirbyville,507.158,51.135,F,V,1,3
1490,Kirchbach,-39.048,382.78,F,V,0,3
1491,Kirei Na Niwa,297.777,147.295,F,V,2,3
1492,Kirin,-23.601,1837.315,M,IV,9,1
1493,Kirkcaldy,-96.423,127.126,K,V,9,1
1494,Kirkenlaard,-159.978,-121.76,M,V,4,1
1495,Kirklin,278.38,-67.51,K,V,5,1
1496,Kirkvåg (Toch Zu 2822+),64.325,-317.163,M,V,4,1
1497,Kiruna,125.322,411.36,K,V,4,1
1498,Kiserian,285.883,-279.256,K,V,5,1
1499,Kitalpha,112.954,96.428,K,V,9,1
1500,Kitopler,-427.833,100.084,M,V,1,1
1501,Kittery,82.181,-223.944,G,III,4,3
1502,Kitzingen,-223.115,47.002,K,V,9,1
1503,Kiyev,-88.149,-171.715,G,V,1,3
1504,Kladnitsa,-414.109,128.682,K,V,6,1
1505,Klamriz V,205.914,-8.581,A,V,4,5
1506,Klathandu IV,175.25,31.491,F,V,7,4
1507,Klayne,-11.536,-242.391,M,V,8,1
1508,Kleinwelt,-334.286,-423.676,K,V,3,2
1509,Klenkar,409.938,-377.682,G,V,2,2
1510,Kluane,196.192,-199.369,F,V,0,4
1511,Knechee,-591.179,-1793.429,M,V,1,1
1512,Knutdor,145.171,-194.636,K,V,3,1
1513,Knutstad,349.391,481.245,K,V,1,2
1514,Ko,-18.105,43.9,G,IV,6,2
1515,Kobe,-15.01,281.453,G,V,0,3
1516,Kochab,-68.245,62.502,K,IV,4,4
1517,Kockengen,-111.711,150.398,G,V,3,3
1518,Kogl,-354.947,-176.567,K,V,4,1
1519,Kohlman,20.581,-198.301,K,V,9,1
1520,Kokpekty,412.809,302.392,K,V,5,1
1521,Kola,-265.491,439.573,G,V,4,3
1522,Kolobrzeg,-130.241,-45.581,G,V,2,2
1523,Kolovraty,-241.163,372.182,G,V,3,2
1524,Komephoros,-34.132,91.971,F,VI,0,5
1525,Koniz,-92.549,259.733,G,V,4,2
1526,Konopiste,-44.042,-285.558,K,V,7,1
1527,Konstance,-20.166,96.371,K,IV,1,4
1528,Kooken's Pleasure Pit,-165.238,345.818,G,V,5,4
1529,Koping Chian,181.196,116.275,F,V,7,3
1530,Korramabad,372.727,364.46,G,V,5,2
1531,Korvitz,336.409,-100.734,K,V,1,2
1532,Kosciusko,-302.714,-91.031,F,V,9,4
1533,Koskenkorva,-214.392,474.35,G,V,3,3
1534,Kossandra's Memory,-232.145,-474.748,G,V,6,3
1535,Kostinbrod,-374.869,157.895,M,V,1,1
1536,Kotzebue,316.649,-205.809,F,V,8,2
1537,Koulen,371.697,229.267,F,V,5,3
1538,Koumi,199.294,170.817,F,V,5,4
1539,Kountze,524.467,27.094,M,V,7,1
1540,Koury,595.138,250.793,F,V,5,3
1541,Kowloon,-292.603,367.02,G,V,1,4
1542,Krakatau,54.902,-344.937,G,V,2,3
1543,Kreller,-59.834,352.897,K,V,3,1
1544,Krenice,56.857,230.272,F,V,3,3
1545,Krievci,-225.402,227.168,F,V,8,4
1546,Krimari,-162.228,-439.35,K,V,7,3
1547,Krin,-7.765,-221.268,K,V,2,4
1548,Kristiandsund,-9.194,-83.56,K,V,8,1
1549,Krung Thep,-369.606,235.44,G,V,6,2
1550,Ksabi,-1039.027,114.739,F,V,3,3
1551,Kublenz,505.581,-32.256,F,V,3,3
1552,Kufstein,-11.125,341.426,G,V,2,1
1553,Kujari,-25.863,-265.076,M,V,3,1
1554,Kumqwat,155.685,-265.594,K,V,6,1
1555,Kupang (CC),-51.334,-273.649,G,V,9,2
1556,Kupang (RWR),-499.069,262.606,M,V,8,1
1557,Kurhah,104.163,56.365,F,V,2,2
1558,Kurragin,3.354,-203.233,M,V,3,1
1559,Kurvasa,39.543,-351.609,K,V,5,1
1560,Kutludugun,-331.448,-190.549,K,V,3,2
1561,Kuzuu,23.011,66.624,K,V,6,1
1562,Kvistgard,-332.438,151.946,F,V,3,4
1563,Kwamashu,-72.122,-260.125,F,V,3,3
1564,Kwangchowwang,-253.353,333.408,K,V,6,1
1565,Kwangjong-ni,-398.535,281.393,G,V,5,2
1566,Kyeinnisan,-100.805,-150.505,M,V,3,1
1567,Kyrkbacken,3.417,-94.298,G,V,2,2
1568,Köln (FWL),-150.073,-153.989,K,V,5,1
1569,Köln (HL),-705.919,721.723,G,V,1,3
1570,Köningsberg,-838.346,897.362,M,V,9,1
1571,La Blon,-31.803,72.852,G,V,2,3
1572,La Grave,-51.189,247.068,K,V,2,2
1573,La Ligua,754.018,222.388,G,V,0,2
1574,Labouchere,-253.353,-74.487,F,V,0,4
1575,Labrea,138.797,325.429,F,V,2,3
1576,Lacadon,133.721,-135.547,K,V,8,1
1577,Lackhove,-166.222,444.215,M,V,9,1
1578,Lackland,546.474,-173.797,G,V,9,4
1579,Laconis,152.05,-392.974,M,V,4,1
1580,Lahti,-392.413,-223.152,K,V,7,1
1581,Laiaka,-100.609,54.238,M,V,9,3
1582,Lamar,14.737,266.678,M,V,0,1
1583,Lambrecht,13.435,57.597,G,IV,6,1
1584,Lamon,-132.325,33.295,M,V,3,1
1585,Lamu (Tunlmar 2822+),51.243,-233.764,K,V,1,2
1586,Lancaster (FWL),-115.774,-88.191,F,V,4,4
1587,Lancaster (LC),-268.309,110.327,M,V,3,1
1588,Land's End,407.884,319.998,K,V,9,1
1589,Lande,-502.78,73.445,G,V,2,3
1590,Landfall,-403.313,-201.644,K,V,1,2
1591,Landmark,176.554,-396.705,K,V,4,1
1592,Landrum,-1127.445,-574.129,F,V,2,4
1593,Langhorne,-429.085,228.466,G,V,3,3
1594,Laong,114.532,-223.081,M,V,6,1
1595,Lapida II,112.945,51.167,F,IV,2,6
1596,Larned,294.417,-23.051,K,V,0,3
1597,Larsha,118.379,-393.234,F,V,1,4
1598,Las Tunas,693.4,269.407,G,V,8,2
1599,Last Chance,-159.788,477.135,G,V,9,3
1600,Last Frontier,80.12,387.982,G,V,9,2
1601,Lastpost,565.533,-444.159,F,V,9,4
1602,Latexo,392.906,80.345,M,V,9,1
1603,Latice,10.59,-293.726,F,V,9,3
1604,Launam,-167.214,-12.456,G,V,3,2
1605,Laureles,-186.055,-126.204,F,V,5,3
1606,Laurent,-44.218,302.912,M,V,0,1
1607,Laurieston,-106.555,93.527,M,V,4,1
1608,Layover,204.201,-19.95,F,V,8,12
1609,Le Blanc,207.047,18.309,G,III,0,4
1610,Leamington,353.609,-91.035,G,V,8,2
1611,Lee,116.831,-148.126,F,V,4,4
1612,Leganes,-77.819,160.226,K,V,7,1
1613,Leh,441.509,-376.031,F,V,4,3
1614,Leipsic,307.857,-103.92,K,V,0,2
1615,Leiston,174.475,234.667,F,V,3,3
1616,Lemnos,990.465,192.538,K,V,7,1
1617,Lengkong,-239.073,-259.035,M,V,7,1
1618,Leoben,41.346,405.269,F,V,0,4
1619,Lepaterique,-375.067,-166.558,K,V,2,2
1620,Les Halles,-39.048,-187.965,F,II,5,2
1621,Lesalles,9.817,-164.975,K,V,3,2
1622,Leskovik,-90.486,333.151,F,V,5,3
1623,Lesnovo,-315.4,-266.86,G,III,4,3
1624,Leviathans Rest,-141.071,-1921.196,K,V,0,3
1625,Leximon,-463.228,-207.652,G,V,0,3
1626,Lexington,315.608,-22.793,M,V,0,1
1627,Leyda,-71.092,-346.95,G,V,5,2
1628,Leyland,308.632,392.898,F,V,3,3
1629,León,-691.214,1103.012,G,V,3,2
1630,Lhasa,91.814,-164.963,F,V,0,4
1631,Liao (Cynthiana 2202-),34.29,-68.578,K,V,8,3
1632,Liezen,-20.947,380.201,K,V,7,1
1633,Lihue,424.167,-198.574,F,V,6,3
1634,Lima,235.741,53.979,G,V,4,3
1635,Lindassa,-475.101,-216.009,G,V,6,3
