,Name,Primary,FactionChange
1869,Millungera,1,"['(Date=2626-08-18,Faction=FWL)', '(Date=2790-09-10,Faction=FWL)', '(Date=3079-03-04,Faction=DTA)']"
1870,Milnerton,2,"['(Date=2241-07-30,Faction=DO)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-04-01,Faction=DO)', '(Date=3086-12-25,Faction=OP)']"
1871,Milos,2,"['(Date=2245-08-04,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-05-20,Faction=SIC)', '(Date=3062-02-14,Faction=CC)']"
1872,Milton,2,"['(Date=2242-03-29,Faction=IND)', '(Date=2320-01-23,Faction=TH)', '(Date=2767-02-02,Faction=RWR)', '(Date=2779-08-27,Faction=TH)', '(Date=2786-12-14,Faction=LA)', '(Date=3035-11-16,Faction=FWL,LA)', '(Date=3035-11-19,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-09-01,Faction=FWL)', '(Date=3072-04-01,Faction=WOB)', '(Date=3078-01-12,Faction=Stone)', '(Date=3081-04-05,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3137-08-01,Faction=MiC)', '(Date=3145-12-06,Faction=CWE)']"
1873,Milvano,3,"['(Date=2537-02-15,Faction=RWR)', '(Date=2779-04-01,Faction=PIND)', '(Date=2868-10-25,Faction=ABN)']"
1874,Minakuchi,2,"['(Date=2273-11-26,Faction=IND)', '(Date=2325-08-16,Faction=DC)']"
1875,Minderoo,4,"['(Date=2314-02-03,Faction=PD)', '(Date=2341-06-01,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1876,Mindrel,1,"['(Date=2721-02-02,Faction=OA)', '(Date=2864-03-23,Faction=PIND)', '(Date=2914-11-01,Faction=ABN)']"
1877,Mineite,3,"['(Date=2400-06-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1878,Minette,2,"['(Date=2254-01-04,Faction=IND)', '(Date=2340-04-01,Faction=FS)']"
1879,Minnacora,1,"['(Date=2270-06-07,Faction=CH)', '(Date=2310-02-28,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
1880,Minowa,3,"['(Date=2689-07-02,Faction=DC)']"
1881,Miquelon,2,"['(Date=2514-06-30,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1882,Mira,4,"['(Date=2176-06-21,Faction=IND)', '(Date=2243-06-26,Faction=TGU)', '(Date=2302-01-26,Faction=Mara)', '(Date=2306-05-30,Faction=TGU)', '(Date=2344-04-03,Faction=FS,TGU)', '(Date=2346-09-01,Faction=FS)', '(Date=2571-02-18,Faction=CC)', '(Date=2862-01-03,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-01-07,Faction=CC)']"
1883,Mirach,7,"['(Date=2174-06-07,Faction=IND)', '(Date=2243-04-04,Faction=TGU)', '(Date=2302-04-20,Faction=Mara)', '(Date=2306-04-28,Faction=TGU)', '(Date=2344-12-03,Faction=FS,TGU)', '(Date=2346-10-07,Faction=FS)', '(Date=2767-04-19,Faction=RWR)', '(Date=2779-02-25,Faction=FS)', '(Date=2821-09-11,Faction=CC)', '(Date=2822-03-10,Faction=CC)', '(Date=2862-04-07,Faction=FS)', '(Date=2864-08-21,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-10-06,Faction=WOB)', '(Date=3076-12-02,Faction=FS,WOB)', '(Date=3077-02-02,Faction=WOB)', '(Date=3079-05-26,Faction=Stone)', '(Date=3081-01-05,Faction=ROS)', '(Date=3135-05-14,Faction=FS)']"
1884,Mirage,1,"['(Date=2355-06-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1885,Mirfak,2,"['(Date=3020-02-20,Faction=TC)', '(Date=3066-04-01,Faction=CDP)', '(Date=3066-10-01,Faction=TC)', '(Date=3120-05-24,Faction=CDP)']"
1886,Misery,4,"['(Date=2310-09-28,Faction=IND)', '(Date=2328-01-01,Faction=DC)', '(Date=3130-06-01,Faction=FS,DC)', '(Date=3139-08-29,Faction=DC)']"
1887,Mishkadrill,1,"['(Date=2722-05-17,Faction=OA)', '(Date=3083-12-25,Faction=RA)']"
1888,Mississauga,2,"['(Date=2742-12-22,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1889,Mitchel,3,"['(Date=2722-05-25,Faction=CC)', '(Date=3105-10-17,Faction=ABN)']"
1890,Mitchella,2,"['(Date=2472-07-21,Faction=OA)', '(Date=3083-02-09,Faction=RA)']"
1891,Mithron,2,"['(Date=2744-09-01,Faction=TC)', '(Date=3120-06-08,Faction=PIND)']"
1892,Miyada,3,"['(Date=2167-09-13,Faction=TA)', '(Date=2242-04-15,Faction=IND)', '(Date=2320-10-27,Faction=DC)']"
1893,Miyako,3,"['(Date=2341-05-29,Faction=DC)', '(Date=2836-08-01,Faction=ABN)']"
1894,Miyazaki,4,"['(Date=2728-05-22,Faction=DC)', '(Date=2921-02-28,Faction=ABN)']"
1895,Mizar,6,"['(Date=2242-08-13,Faction=IND)', '(Date=2355-07-14,Faction=LA)', '(Date=2500-11-15,Faction=TH)', '(Date=2767-05-28,Faction=RWR)', '(Date=2779-09-02,Faction=TH)', '(Date=2780-03-10,Faction=LA)', '(Date=2786-06-28,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3059-01-07,Faction=LA)', '(Date=3068-09-20,Faction=FWL)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-03-01,Faction=Stone)', '(Date=3081-01-25,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3144-06-01,Faction=GL)']"
1896,Mizdargh,1,"['(Date=2251-09-20,Faction=PIND)', '(Date=3095-08-07,Faction=IE)']"
1897,Mizt,2,"['(Date=2709-04-24,Faction=OA)', '(Date=2864-05-19,Faction=PIND)', '(Date=2921-04-11,Faction=ABN)']"
1898,Mizunami,1,"['(Date=2305-11-25,Faction=AG)', '(Date=2319-03-27,Faction=DC)']"
1899,Mkuranga,4,"['(Date=2644-12-14,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)', '(Date=3069-06-10,Faction=LA,CJF)', '(Date=3069-06-14,Faction=CJF)', '(Date=2644-03-06,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)', '(Date=3069-06-10,Faction=LA,CJF)', '(Date=3069-06-14,Faction=CJF)']"
1900,Modesto,1,"['(Date=2679-07-08,Faction=MOC)', '(Date=2864-01-18,Faction=PIND)', '(Date=2923-12-27,Faction=ABN)']"
1901,Mogabouti,1,"['(Date=2630-04-18,Faction=RWR)', '(Date=2779-08-30,Faction=LA)', '(Date=2897-09-14,Faction=ABN)']"
1902,Mogyorod,3,"['(Date=2705-09-21,Faction=RWR)', '(Date=2779-03-13,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3130-01-29,Faction=CJF)']"
1903,Mohács,3,"['(Date=2684-01-26,Faction=FWL)', '(Date=2922-11-04,Faction=ABN)']"
1904,Mokane,3,"['(Date=2340-06-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-01-31,Faction=DC)']"
1905,Mokpo,3,"['(Date=2341-02-07,Faction=DC)', '(Date=2921-12-04,Faction=ABN)']"
1906,Molino,3,"['(Date=2679-07-27,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1907,Molokai,4,"['(Date=2269-04-02,Faction=IND)', '(Date=2350-07-15,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
1908,Mondra,2,"['(Date=2668-02-11,Faction=MOC)', '(Date=2864-04-10,Faction=PIND)', '(Date=2923-06-05,Faction=ABN)']"
1909,Monhegan,2,"['(Date=2604-04-07,Faction=CC)', '(Date=2900-01-28,Faction=FS)', '(Date=3025-06-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1910,Monistrol,2,"['(Date=2272-06-24,Faction=IND)', '(Date=2321-11-19,Faction=DC)', '(Date=2272-05-12,Faction=IND)', '(Date=2321-07-01,Faction=DC)']"
1911,Monongahela,3,"['(Date=2163-04-06,Faction=ME)', '(Date=2319-04-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1912,Monroe,3,"['(Date=2340-01-31,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-04-18,Faction=DC)']"
1913,Montcoal,4,"['(Date=2285-08-09,Faction=IND)', '(Date=2340-11-20,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1914,Monthey,2,"['(Date=2709-06-06,Faction=RWR)', '(Date=2779-03-07,Faction=PIND)', '(Date=2820-11-11,Faction=ABN)']"
1915,Montmarault,2,"['(Date=2165-07-07,Faction=TA)', '(Date=2242-03-11,Faction=IND)', '(Date=2319-01-20,Faction=IND)', '(Date=2341-03-08,Faction=LA)', '(Date=2571-04-01,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3051-11-07,Faction=CSV)', '(Date=3062-02-03,Faction=CJF)']"
1916,Montour,3,"['(Date=2532-09-15,Faction=TC)', '(Date=2585-04-04,Faction=SL,TC)', '(Date=2586-01-02,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=2750-09-10,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1917,Montsegur,1,"['(Date=2720-04-20,Faction=RWR)', '(Date=2779-12-09,Faction=LA)', '(Date=2898-09-08,Faction=ABN)']"
1918,Monument to Man,1,"['(Date=3079-05-30,Faction=IE)']"
1919,Monywa,1,"['(Date=2536-11-11,Faction=DC)']"
1920,Moore,3,"['(Date=2133-11-16,Faction=TA)', '(Date=2242-11-04,Faction=IND)', '(Date=2325-10-09,Faction=DC)', '(Date=2500-04-16,Faction=LA)', '(Date=2532-11-05,Faction=DC)', '(Date=2570-12-11,Faction=DC,TH)', '(Date=2571-09-16,Faction=DC)', '(Date=2767-08-20,Faction=RWR)', '(Date=2775-01-05,Faction=DC)', '(Date=2802-11-04,Faction=LA)', '(Date=2880-09-05,Faction=DC)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3057-11-01,Faction=DC,LA)', '(Date=3062-10-15,Faction=DC)', '(Date=3069-02-01,Faction=WOB)', '(Date=3076-07-21,Faction=CGB,CSR,Stone,WOB)', '(Date=3076-07-28,Faction=Stone)', '(Date=3081-11-05,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-07-04,Faction=RD)']"
1921,Moravian,2,"['(Date=2176-01-03,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-02-05,Faction=FS)', '(Date=3025-08-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1922,Mordialloc,2,"['(Date=2289-05-04,Faction=IND)', '(Date=2350-11-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-11-02,Faction=CC)']"
1923,Morgan's Holdfast,1,"['(Date=2600-09-28,Faction=TD)', '(Date=2750-08-31,Faction=TD)']"
1924,Morges,3,"['(Date=2299-01-02,Faction=IND)', '(Date=2365-07-29,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)', '(Date=3071-02-08,Faction=CJF)', '(Date=3130-04-24,Faction=CJF,LA)', '(Date=3135-11-23,Faction=CJF)']"
1925,Moriguchi,4,"['(Date=2725-02-26,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1926,Moritz,3,"['(Date=2474-08-11,Faction=LA)', '(Date=2900-09-16,Faction=DC)', '(Date=3025-05-25,Faction=DC)', '(Date=3030-12-16,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-10-08,Faction=CW,FRR)', '(Date=3050-10-15,Faction=CW)', '(Date=3140-08-18,Faction=CHH)']"
1927,Morningside,1,"['(Date=2235-10-22,Faction=TamP)', '(Date=2341-05-11,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3130-03-14,Faction=CW)', '(Date=3145-05-08,Faction=CJF)']"
1928,Moroney,3,"['(Date=3130-11-21,Faction=RIM)']"
1929,Morrigan,3,"['(Date=2270-07-15,Faction=IND)', '(Date=2360-10-23,Faction=LA)', '(Date=2922-12-30,Faction=ABN)']"
1930,Morrill,3,"['(Date=2292-10-15,Faction=IND)', '(Date=2355-05-04,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1931,Morthac,3,"['(Date=2446-05-16,Faction=OA)', '(Date=3083-09-12,Faction=RA)']"
1932,Morven,2,"['(Date=2664-11-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-20,Faction=FVC)', '(Date=3100-10-09,Faction=FS)']"
1933,Mosiro,3,"['(Date=2325-10-06,Faction=FWL)', '(Date=2571-04-01,Faction=CC)', '(Date=2790-07-22,Faction=FWL)', '(Date=3079-11-03,Faction=DA)', '(Date=3145-12-08,Faction=OP)']"
1934,Mostaganem,2,"['(Date=2218-02-13,Faction=PIND)', '(Date=2750-11-12,Faction=AXP)']"
1935,Moultrie,2,"['(Date=2355-04-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-20,Faction=FVC)', '(Date=3100-10-12,Faction=FS)']"
1936,Mozirje,1,"['(Date=2651-08-31,Faction=LA)', '(Date=2821-02-24,Faction=DC)', '(Date=2900-03-09,Faction=DC)', '(Date=3030-10-02,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-07-06,Faction=CW)', '(Date=3071-07-21,Faction=CHH)', '(Date=3071-11-16,Faction=CW)', '(Date=3140-04-29,Faction=CHH)']"
1937,Mualang,3,"['(Date=2310-08-04,Faction=IND)', '(Date=2322-12-15,Faction=DC)', '(Date=3052-05-02,Faction=CNC)', '(Date=3059-06-26,Faction=DC)', '(Date=3098-12-29,Faction=DC,CNC,CGB)', '(Date=3099-02-02,Faction=CGB)', '(Date=3100-08-01,Faction=CGB,DC,CNC)', '(Date=3100-08-12,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
1938,Multan,3,"['(Date=2385-03-08,Faction=DC)']"
1939,Mumbai,1,"['(Date=2706-03-27,Faction=CC)', '(Date=2922-11-03,Faction=ABN)']"
1940,Mundrabilla,3,"['(Date=2265-01-12,Faction=IND)', '(Date=2320-08-20,Faction=FWL)', '(Date=3081-03-24,Faction=IND)', '(Date=3145-04-27,Faction=CWE)']"
1941,Muphrid,2,"['(Date=2227-05-03,Faction=TA)', '(Date=2316-10-16,Faction=TH)', '(Date=2317-08-10,Faction=TH)', '(Date=2767-09-05,Faction=RWR)', '(Date=2779-06-24,Faction=TH)', '(Date=2790-12-26,Faction=LA)', '(Date=2821-07-27,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-10-07,Faction=WOB)', '(Date=3077-01-18,Faction=Stone,WOB)', '(Date=3077-02-14,Faction=Stone)', '(Date=3081-12-04,Faction=ROS)']"
1942,Murchison,3,"['(Date=2242-04-28,Faction=IND)', '(Date=2320-03-06,Faction=TH)', '(Date=2767-03-02,Faction=RWR)', '(Date=2779-10-12,Faction=TH)', '(Date=2786-11-08,Faction=DC)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3081-12-15,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-01-09,Faction=DC)']"
1943,Muridox,4,"['(Date=2300-09-28,Faction=IND)', '(Date=2310-10-09,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
1944,Murmansk,4,"['(Date=2239-08-25,Faction=IND)', '(Date=2320-12-05,Faction=DC)', '(Date=2924-07-03,Faction=ABN)']"
1945,Muroto,4,"['(Date=2702-07-06,Faction=DC)', '(Date=2832-10-21,Faction=ABN)']"
1946,Murrain (Richmond's World 3025-),5,"['(Date=2646-09-21,Faction=OA)', '(Date=2765-03-05,Faction=ABN)']"
1947,Murris (Kalindam 2822+),1,"['(Date=2660-04-30,Faction=CC)', '(Date=2855-11-21,Faction=ABN)']"
1948,Muscida,2,"['(Date=2247-08-19,Faction=PR)', '(Date=2271-06-01,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
1949,Muskegon,1,"['(Date=2163-08-16,Faction=ME)', '(Date=2319-08-16,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1950,Muswell,3,"['(Date=2336-06-22,Faction=LA)', '(Date=2816-04-14,Faction=ABN)']"
1951,Myrrdin,3,"['(Date=2622-03-18,Faction=LA)', '(Date=2854-08-07,Faction=ABN)']"
1952,Myrvoll,3,"['(Date=2719-02-17,Faction=CC)', '(Date=2821-01-10,Faction=FWL)', '(Date=2863-06-22,Faction=ABN)']"
1953,Mytilene,1,"['(Date=2606-01-05,Faction=CC)', '(Date=2833-07-12,Faction=ABN)']"
1954,Naco,1,"['(Date=2602-04-03,Faction=RWR)', '(Date=2779-03-25,Faction=PIND)', '(Date=2874-12-10,Faction=ABN)']"
1955,Nadrin,3,"['(Date=2305-06-15,Faction=AG)', '(Date=2319-11-10,Faction=DC)']"
1956,Nagel,2,"['(Date=2355-07-12,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1957,Nahoni,4,"['(Date=2400-09-03,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1958,Nai-Stohl,1,"['(Date=2678-11-19,Faction=DC)', '(Date=2848-03-23,Faction=ABN)']"
1959,Naikongzu,1,"['(Date=2671-07-28,Faction=PIND)', '(Date=2923-02-18,Faction=ABN)']"
1960,Naissus,1,"['(Date=2621-02-28,Faction=FWL)', '(Date=2924-07-03,Faction=ABN)']"
1961,Najha,2,"['(Date=2310-10-21,Faction=IND)', '(Date=2327-05-16,Faction=DC)', '(Date=2821-01-07,Faction=LA)', '(Date=2864-10-25,Faction=DC)', '(Date=2900-10-29,Faction=DC)']"
1962,Naka Pabni,2,"['(Date=2240-03-31,Faction=UHC)', '(Date=2540-09-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1963,Nakaojo,3,"['(Date=2299-10-17,Faction=IND)', '(Date=2321-01-23,Faction=DC)']"
1964,Nam Dinh,4,"['(Date=2678-06-23,Faction=CC)', '(Date=2821-04-15,Faction=FWL)', '(Date=2924-06-30,Faction=ABN)']"
1965,Namen,3,"['(Date=2673-12-22,Faction=FS)', '(Date=2922-09-10,Faction=ABN)']"
1966,Nanking,4,"['(Date=2252-05-24,Faction=IND)', '(Date=2315-05-06,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2571-09-29,Faction=TH)', '(Date=2767-01-12,Faction=RWR)', '(Date=2779-03-22,Faction=TH)', '(Date=2786-02-17,Faction=CC)', '(Date=2790-12-28,Faction=CC)', '(Date=3029-11-02,Faction=TFR)', '(Date=3032-09-07,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-11-10,Faction=Stone,CC,WOB)', '(Date=3077-11-12,Faction=CC)', '(Date=3085-03-30,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-02-06,Faction=CC)']"
1967,Nara,1,"['(Date=2685-01-09,Faction=DC)', '(Date=2925-08-12,Faction=ABN)']"
1968,Narellan,1,"['(Date=2275-04-13,Faction=IND)', '(Date=2350-01-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-02-25,Faction=CC)']"
1969,Naryn,2,"['(Date=2690-02-06,Faction=CC)', '(Date=2921-11-06,Faction=ABN)']"
1970,Nashira,2,"['(Date=2268-04-06,Faction=IND)', '(Date=2305-06-19,Faction=AG)', '(Date=2319-12-08,Faction=DC)', '(Date=2767-08-13,Faction=RWR)', '(Date=2779-03-02,Faction=DC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-03-06,Faction=CW,WOB)', '(Date=3077-03-10,Faction=CW)', '(Date=3079-04-01,Faction=Stone)', '(Date=3081-01-13,Faction=ROS)', '(Date=3135-11-29,Faction=DC)']"
1971,Nashuar,1,"['(Date=2728-10-06,Faction=CC)', '(Date=3030-01-20,Faction=SIC)', '(Date=3062-10-01,Faction=CC)']"
1972,Nathan,1,"['(Date=2202-03-30,Faction=IND)', '(Date=2280-05-31,Faction=FWL)', '(Date=2864-11-15,Faction=LA)', '(Date=2920-12-01,Faction=FWL)', '(Date=3081-02-10,Faction=IND)', '(Date=3082-05-11,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3137-10-01,Faction=CvW)']"
1973,Navarre,1,"['(Date=2392-10-22,Faction=NC)', '(Date=2571-10-25,Faction=NC)', '(Date=3080-02-15,Faction=CGS)']"
1974,Nebula D77,2,"['(Date=3095-04-02,Faction=IE)', '(Date=3095-03-31,Faction=IE)']"
1975,Necedah,3,"['(Date=2345-05-29,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1976,Necromo,10,"['(Date=2270-06-05,Faction=CH)', '(Date=2310-04-10,Faction=CCom)', '(Date=2367-08-01,Faction=CC)', '(Date=3071-06-12,Faction=ABN)']"
1977,Neerabup,5,"['(Date=2653-03-26,Faction=RWR)', '(Date=2779-02-13,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1978,Negushevo,3,"['(Date=2736-10-26,Faction=FWL)', '(Date=3075-04-13,Faction=RCM)']"
1979,Nekkar,3,"['(Date=2167-05-21,Faction=TA)', '(Date=2242-10-17,Faction=IND)', '(Date=2345-10-27,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1980,Neosho,1,"['(Date=2370-02-11,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1981,Nerum,3,"['(Date=2694-04-16,Faction=OA)', '(Date=2864-07-26,Faction=PIND)', '(Date=2909-02-19,Faction=ABN)']"
1982,Nestor,3,"['(Date=2269-01-07,Faction=IND)', '(Date=2299-11-13,Faction=FoS)', '(Date=2341-02-20,Faction=LA)', '(Date=2900-01-18,Faction=FWL)', '(Date=3025-06-29,Faction=FWL)', '(Date=3035-11-22,Faction=LA,FWL)', '(Date=3035-11-23,Faction=FWL)', '(Date=3081-07-29,Faction=IND)', '(Date=3120-12-05,Faction=LA)', '(Date=3145-10-13,Faction=CWE)']"
1983,Neukirchen (Jodipur 3025-),4,"['(Date=2375-04-29,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1984,New Aberdeen,2,"['(Date=2633-11-18,Faction=DC)', '(Date=2786-11-24,Faction=FS)', '(Date=2864-06-03,Faction=DC)', '(Date=2900-03-03,Faction=FS)', '(Date=3030-04-19,Faction=DC)', '(Date=3130-03-25,Faction=FS,DC)', '(Date=3139-04-20,Faction=DC)']"
1985,New Abilene,5,"['(Date=2540-02-14,Faction=MOC)', '(Date=2586-10-02,Faction=MOC,SL)', '(Date=2586-10-03,Faction=SL)', '(Date=2597-03-21,Faction=MOC)']"
1986,New Aragon,3,"['(Date=2173-08-22,Faction=IND)', '(Date=2243-12-04,Faction=TGU)', '(Date=2367-08-01,Faction=CC)', '(Date=2930-04-01,Faction=FS)', '(Date=3008-03-29,Faction=FS,CC)', '(Date=3008-04-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-06-30,Faction=WOB)', '(Date=3078-04-01,Faction=CC)', '(Date=3085-09-07,Faction=ROS)', '(Date=3112-04-01,Faction=CC)', '(Date=3113-05-01,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-05-01,Faction=CC)']"
1987,New Athens,1,"['(Date=2693-02-15,Faction=CC)', '(Date=2923-10-03,Faction=ABN)']"
1988,New Avalon,4,"['(Date=2213-06-19,Faction=TA)', '(Date=2237-03-17,Faction=IND)', '(Date=2317-06-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3067-12-05,Faction=FS,WOB)', '(Date=3074-10-01,Faction=FS)']"
1989,New Bergen,3,"['(Date=2250-07-17,Faction=PoR)', '(Date=2333-02-10,Faction=DC)', '(Date=2334-01-23,Faction=PoR)', '(Date=2347-07-11,Faction=PoR,DC)', '(Date=2367-12-05,Faction=PoR)', '(Date=2510-06-27,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-05-01,Faction=CW,FRR)', '(Date=3050-05-12,Faction=CW)', '(Date=3071-05-08,Faction=CHH)', '(Date=3104-07-01,Faction=RD)']"
1990,New Caledonia,3,"['(Date=2166-10-01,Faction=TA)', '(Date=2242-11-01,Faction=IND)', '(Date=2375-08-10,Faction=LA)', '(Date=2843-01-22,Faction=DC)', '(Date=2864-07-31,Faction=DC)', '(Date=3030-10-18,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-03-05,Faction=CW)', '(Date=3071-01-28,Faction=CW,CHH)', '(Date=3071-02-12,Faction=CHH)']"
1991,New Canton,3,"['(Date=2269-09-24,Faction=IND)', '(Date=2315-10-15,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2571-07-27,Faction=TH)', '(Date=2767-10-29,Faction=RWR)', '(Date=2779-10-02,Faction=TH)', '(Date=2786-12-31,Faction=CC)', '(Date=3030-10-09,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=ST)', '(Date=3068-08-01,Faction=WOB)', '(Date=3077-01-10,Faction=Stone,WOB)', '(Date=3077-01-12,Faction=Stone)', '(Date=3081-07-30,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-09-04,Faction=CC)']"
1992,New Capetown,4,"['(Date=2341-07-16,Faction=IND)', '(Date=2355-08-26,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-12-10,Faction=CJF)']"
1993,New Ceylon,1,"['(Date=2341-10-28,Faction=DC)', '(Date=2924-09-27,Faction=ABN)']"
1994,New Crete,2,"['(Date=2598-05-14,Faction=CC)', '(Date=2811-06-21,Faction=ABN)']"
