Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,Cluster,ClusterOverlay,ClusterConstellation
1955,1955.0,Grosvenor,285.875,-224.64,K,V,5.0,"(Id="""")",None,None
1956,1956.0,Kiserian,285.883,-279.256,K,V,5.0,"(Id="""")",None,None
1957,1957.0,Cahokia,288.72700000000003,-72.946,M,V,0.0,"(Id="""")",None,None
1958,1958.0,Hassi R'mel,288.72700000000003,278.863,F,V,8.0,"(Id="""")",None,None
1959,1959.0,Fairfield,288.959,45.703,M,V,4.0,"(Id="""")",None,None
1960,1960.0,Igualada,290.274,114.234,G,V,0.0,"(Id="""")",None,None
1962,1962.0,Steeles,291.563,-141.977,K,V,5.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1963,1963.0,Loysville,291.82099999999997,319.998,K,V,5.0,"(Id="""")",None,None
1964,1964.0,Chapineria,292.08799999999997,392.083,K,V,1.0,"(Id="""")",None,None
1965,1965.0,Marodzi,292.08799999999997,-274.598,G,V,1.0,"(Id="""")",None,None
1966,1966.0,Evansville,293.644,-36.233000000000004,G,V,3.0,"(Id=""MWFactionAsset:RepairSystem_3"")",None,None
1967,1967.0,Enchi,294.41700000000003,-287.78,K,V,4.0,"(Id="""")",None,None
1968,1968.0,Kaguyak,297.251,-236.03599999999997,F,V,2.0,"(Id="""")",None,None
1969,1969.0,Semichi,299.59,-214.831,K,V,2.0,"(Id="""")",None,None
1970,1970.0,Chakachamna,299.848,-181.231,F,V,8.0,"(Id="""")",None,None
1971,1971.0,Espakeh,301.911,341.68300000000005,F,V,9.0,"(Id="""")",None,None
1972,1972.0,Maynard,304.496,2.283,K,V,8.0,"(Id="""")",None,None
1973,1973.0,Gravenhage,304.745,425.981,G,V,1.0,"(Id=""MWFactionAsset:RepairSystem_29"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/29_Collision.29_Collision,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/Safezone_29.Safezone_29
1974,1974.0,Paulding,305.003,-101.14299999999999,F,V,2.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1975,1975.0,Colchester,305.27,-13.488,F,V,1.0,"(Id="""")",None,None
1976,1976.0,Potwin,307.6,-19.95,K,V,7.0,"(Id="""")",None,None
1977,1977.0,Leipsic,307.857,-103.92,K,V,0.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1978,1978.0,Leyland,308.632,392.898,F,V,3.0,"(Id="""")",None,None
1979,1979.0,Grossbach,310.035,-366.791,G,V,7.0,"(Id="""")",None,None
1980,1980.0,Tegaldanas,310.184,-279.75,G,V,2.0,"(Id="""")",None,None
1981,1981.0,Gant,311.293,-460.545,G,V,1.0,"(Id="""")",None,None
1982,1982.0,Nadrin,313.28700000000003,152.719,F,V,1.0,"(Id="""")",None,None
1983,1983.0,Ningxia,314.874,313.336,K,V,0.0,"(Id="""")",None,None
1984,1984.0,Charity,315.099,263.937,F,V,6.0,"(Id="""")",None,None
1985,1985.0,Lexington,315.608,-22.793000000000003,M,V,0.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1986,1986.0,Reisterstown,315.608,-149.211,G,V,9.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1987,1987.0,Udibi,316.132,69.75,F,V,7.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1988,1988.0,Kotzebue,316.649,-205.80900000000003,F,V,8.0,"(Id="""")",None,None
1989,1989.0,Newton,317.41200000000003,-30.54,M,V,6.0,"(Id="""")",None,None
1990,1990.0,Cassias,317.678,79.828,M,Ia,5.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1991,1991.0,Qandahar,317.971,358.116,G,IV,0.0,"(Id="""")",None,None
1993,1993.0,Nunivak,322.07,-188.264,K,V,0.0,"(Id="""")",None,None
1994,1994.0,Algate,323.626,378.12800000000004,K,V,4.0,"(Id="""")",None,None
1995,1995.0,Hartshill,323.626,407.593,M,V,7.0,"(Id=""MWFactionAsset:RepairSystem_29"")",None,None
1996,1996.0,Logan's Land,323.666,-356.676,M,V,7.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1997,1997.0,Sun Prairie,325.182,28.904,F,V,6.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1998,1998.0,Slaithwaite,325.957,393.12300000000005,G,V,6.0,"(Id="""")",None,None
1999,1999.0,Delitzsch,326.461,146.804,F,V,6.0,"(Id=""MWFactionAsset:RepairSystem_25"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone6_Collision.Safezone6_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone6.Safezone6
2000,2000.0,Brailsford,327.49,385.13800000000003,M,V,1.0,"(Id="""")",None,None
2001,2001.0,Songgang,327.75800000000004,-299.672,M,V,2.0,"(Id="""")",None,None
2002,2002.0,Bellevue,328.026,-57.681999999999995,K,V,8.0,"(Id="""")",None,None
2003,2003.0,McGehee,330.336,74.915,K,V,5.0,"(Id="""")",None,None
2004,2004.0,Norman's World,330.48199999999997,-353.598,G,V,6.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2005,2005.0,Hecheng,332.31199999999995,-266.247,K,V,7.0,"(Id="""")",None,None
2006,2006.0,Chorley,332.93300000000005,379.684,F,V,7.0,"(Id="""")",None,None
2007,2007.0,Altdorf,333.189,119.374,F,V,5.0,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2008,2008.0,Belaire,334.48900000000003,-274.3,G,V,9.0,"(Id="""")",None,None
2009,2009.0,Choudrant,336.035,56.042,F,V,7.0,"(Id=""MWFactionAsset:RepairSystem_6"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_3_Blob.Safezone_3_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_3.Safezone_3
2010,2010.0,Salford,339.395,403.20300000000003,G,V,3.0,"(Id="""")",None,None
2011,2011.0,Celentaro,339.936,-348.97900000000004,F,V,6.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2012,2012.0,Capra,340.416,105.709,M,V,1.0,"(Id="""")",None,None
2013,2013.0,Macomb,341.468,-20.209,K,V,0.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2014,2014.0,Linqing,341.726,310.4,M,V,9.0,"(Id="""")",None,None
2015,2015.0,Dicallus,342.13599999999997,-373.166,G,V,2.0,"(Id="""")",None,None
2016,2016.0,Sparrevohn,343.786,-188.267,G,V,0.0,"(Id="""")",None,None
2017,2017.0,Damevang,345.59,64.322,K,V,6.0,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2018,2018.0,Senorbi,345.6,149.873,F,V,2.0,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2019,2019.0,Waldheim,345.848,129.747,K,V,7.0,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2020,2020.0,Kamarod,346.365,360.32599999999996,F,V,4.0,"(Id="""")",None,None
2021,2021.0,Quincy,347.414,-33.904,G,V,8.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2022,2022.0,Monywa,348.96,265.681,K,V,6.0,"(Id="""")",None,None
2023,2023.0,Abiy Adi,349.466,314.567,F,V,6.0,"(Id="""")",None,None
2024,2024.0,Euclid,349.466,-70.61399999999999,K,V,3.0,"(Id="""")",None,None
2025,2025.0,Cambiano,351.538,-241.982,F,V,7.0,"(Id="""")",None,None
2026,2026.0,Necedah,353.876,-8.057,G,V,9.0,"(Id=""MWFactionAsset:InfernosWake"")",/Game/Campaign/CampaignArcs/Regions/4_1/4_1_Mesh.4_1_Mesh,None
2027,2027.0,Brihuega,354.897,391.082,M,V,7.0,"(Id="""")",None,None
2028,2028.0,Gambarare,357.235,-269.94,K,V,6.0,"(Id="""")",None,None
2029,2029.0,Colia,357.494,66.905,M,V,3.0,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2030,2030.0,Macintosh,358.514,-264.97900000000004,M,V,9.0,"(Id="""")",None,None
2031,2031.0,Micros III,361.49699999999996,-433.49699999999996,F,V,7.0,"(Id="""")",None,None
2032,2032.0,Ad Duwayd,361.884,374.51099999999997,K,V,8.0,"(Id="""")",None,None
2033,2033.0,Cimeron,362.649,83.96700000000001,G,V,0.0,"(Id="""")",None,None
2034,2034.0,Point Barrow,362.915,-129.79,K,V,4.0,"(Id="""")",None,None
2035,2035.0,Multan,363.699,329.015,F,V,1.0,"(Id="""")",None,None
2036,2036.0,Melcher,367.306,38.472,F,V,4.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2037,2037.0,Nowhere,369.12,403.20300000000003,M,V,3.0,"(Id="""")",None,None
2038,2038.0,Tatlawiksuk,371.449,-190.34799999999998,F,V,3.0,"(Id="""")",None,None
2039,2039.0,Koulen,371.69699999999995,229.267,F,V,5.0,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
2040,2040.0,Korramabad,372.727,364.46,G,V,5.0,"(Id="""")",None,None
2041,2041.0,Pusht-i-rud,372.724,348.63699999999994,F,V,7.0,"(Id="""")",None,None
2042,2042.0,Verdigreis,372.73699999999997,-330.694,G,V,1.0,"(Id="""")",None,None
2043,2043.0,Keytesville,375.066,-30.813000000000002,M,V,6.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2044,2044.0,Huaide,376.88,286.623,K,V,0.0,"(Id="""")",None,None
2045,2045.0,Soul,377.39599999999996,279.121,M,V,2.0,"(Id="""")",None,None
2046,2046.0,Orkney (TC),378.86699999999996,-399.29900000000004,M,V,7.0,"(Id="""")",None,None
2047,2047.0,Althea's Choice,380.171,-340.18699999999995,G,V,1.0,"(Id="""")",None,None
2048,2048.0,Abagnar,380.231,314.823,G,V,9.0,"(Id="""")",None,None
2049,2049.0,Sinope,382.56,195.36700000000002,G,V,3.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2050,2050.0,Birmensdorf,383.083,-270.932,F,V,2.0,"(Id="""")",None,None
2051,2051.0,Zalaf,388.24800000000005,212.179,M,V,9.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2052,2052.0,Agliana,389.805,-289.562,G,V,6.0,"(Id="""")",None,None
2053,2053.0,Hongor,390.06300000000005,314.277,G,V,9.0,"(Id="""")",None,None
2054,2054.0,Andalusia,391.342,-109.169,G,V,0.0,"(Id="""")",None,None
2055,2055.0,Ramgarh,391.866,224.84400000000002,F,V,1.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2056,2056.0,Meinrad,392.649,-85.09,G,V,2.0,"(Id="""")",None,None
2057,2057.0,Latexo,392.906,80.345,M,V,9.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2058,2058.0,Mansfield,394.70099999999996,-62.597,G,V,9.0,"(Id="""")",None,None
2059,2059.0,Bonneau,396.26599999999996,-165.967,F,V,5.0,"(Id="""")",None,None
2060,2060.0,Estuan,396.52,-306.719,G,V,5.0,"(Id="""")",None,None
2061,2061.0,Niles (OA),398.587,119.89200000000001,F,V,9.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2062,2062.0,Ottumwa,398.58700600000003,33.294998,M,V,6.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2063,2063.0,Junior,399.62,0.985,K,V,8.0,"(Id="""")",None,None
2064,2064.0,Monroe,403.245,-44.769,F,V,1.0,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2065,2065.0,Brundage,403.50199999999995,49.323,G,III,4.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2066,2066.0,Mayetta,405.30699999999996,6.93,F,II,7.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2067,2067.0,Neukirchen (Jodipur 3025-),406.348,-247.142,F,V,4.0,"(Id="""")",None,None
2068,2068.0,Niquinohomo,407.63599999999997,-226.72299999999998,G,V,2.0,"(Id="""")",None,None
2069,2069.0,Land's End,407.884,319.998,K,V,9.0,"(Id="""")",None,None
2070,2070.0,Waimalu,408.14300000000003,-178.452,G,V,7.0,"(Id="""")",None,None
2071,2071.0,Charleston,409.64599999999996,-389.514,F,V,6.0,"(Id="""")",None,None
2073,2073.0,Anguilla,411.779,79.279,K,V,3.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2074,2074.0,Cerulean,412.809,-80.69800000000001,F,V,6.0,"(Id="""")",None,None
2075,2075.0,Kokpekty,412.809,302.392,K,V,5.0,"(Id="""")",None,None
2077,2077.0,Sullivan,413.06699999999995,-31.070999999999998,G,V,1.0,"(Id=""MWFactionAsset:RepairSystem_2"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_2_Blob.Safezone_2_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_2.Safezone_2
2078,2078.0,Princton,413.314,26.320999999999998,G,V,4.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2079,2079.0,Sturgis,416.94199999999995,68.708,K,V,6.0,"(Id=""MWFactionAsset:MercenaryRow"")",/Game/Campaign/CampaignArcs/Regions/3_1/3_1_Mesh.3_1_Mesh,None
2080,2080.0,Carvajal,417.12199999999996,-435.915,G,V,7.0,"(Id="""")",None,None
2081,2081.0,Rezak's Hole,418.42699999999996,339.173,K,V,5.0,"(Id="""")",None,None
2082,2082.0,Suianheer,419.529,246.551,G,V,8.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2083,2083.0,Armington,420.819,-303.736,K,V,7.0,"(Id="""")",None,None
2084,2084.0,Sylvan,423.147,3.056,F,V,5.0,"(Id="""")",None,None
2085,2085.0,Lihue,424.167,-198.574,F,V,6.0,"(Id="""")",None,None
2086,2086.0,Defiance,424.95300000000003,-106.59299999999999,G,V,0.0,"(Id="""")",None,None
2087,2087.0,Pirates Haven (50) (Badlands Cluster 3025-),424.959,-349.827,F,V,4.0,"(Id="""")",None,None
2088,2088.0,Waipahu,426.50699999999995,-187.968,G,V,0.0,"(Id="""")",None,None
2089,2089.0,Mokane,427.022,-23.051,G,V,9.0,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2090,2090.0,Csomad,427.282,-292.14,G,V,7.0,"(Id="""")",None,None
2091,2091.0,Tyrrhenia,428.555,-488.473,G,V,2.0,"(Id="""")",None,None
2092,2092.0,Lyceum,428.57,75.958,M,V,5.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2093,2093.0,Enif,429.094,288.686,F,V,8.0,"(Id="""")",None,None
2094,2094.0,Pascagoula,429.611,57.34,G,V,7.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2095,2095.0,Weldon,429.601,-92.846,G,V,9.0,"(Id="""")",None,None
2096,2096.0,Alegro,429.841,144.618,G,V,0.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2097,2097.0,Baxley,432.19599999999997,-150.01,K,IV,5.0,"(Id="""")",None,None
2098,2098.0,Hickok,432.18699999999995,-4.961,G,V,8.0,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2100,2100.0,St. Robert,433.485,-31.328000000000003,G,V,7.0,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2101,2101.0,Dothan,433.735,-134.245,G,V,4.0,"(Id="""")",None,None
2102,2102.0,Sabanillas,433.735,-176.36900000000003,A,III,3.0,"(Id="""")",None,None
2103,2103.0,Brasha,436.566,194.86599999999999,G,V,4.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2104,2104.0,Dindatari,438.548,159.67700000000002,K,V,4.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2105,2105.0,Brookeland,440.204,70.523,K,V,4.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2106,2106.0,Fuveau,440.454,-232.666,K,V,3.0,"(Id="""")",None,None
2107,2107.0,Kinkaid II,440.546,122.486,G,V,9.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2108,2108.0,Morthac,442.736,174.363,F,V,8.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2109,2109.0,Belle Isle,445.267,-451.75,F,V,4.0,"(Id="""")",None,None
2110,2110.0,De Berry,446.666,62.501999999999995,G,V,6.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2111,2111.0,Kettering,446.67199999999997,-97.51700000000001,K,V,3.0,"(Id="""")",None,None
2112,2112.0,Perdido,446.666,-113.236,G,V,4.0,"(Id="""")",None,None
2113,2113.0,Tsamma,447.964,-44.769,K,VII,2.0,"(Id="""")",None,None
2114,2114.0,Vicente,448.99699999999996,-69.844,F,V,6.0,"(Id="""")",None,None
2115,2115.0,Adrian,449.254,28.13,M,V,3.0,"(Id="""")",None,None
2116,2116.0,Baranda,449.246,-259.031,K,V,6.0,"(Id="""")",None,None
2117,2117.0,Greeley,449.254,40.273,K,V,5.0,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2118,2118.0,Milligan's World,450.536,217.364,G,V,3.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2119,2119.0,Protection,451.843,5.382000000000001,G,V,9.0,"(Id="""")",None,None
2120,2120.0,Crestoblus,452.156,102.52600000000001,F,V,5.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2121,2121.0,Redondo,454.67900000000003,-213.639,F,V,3.0,"(Id="""")",None,None
2122,2122.0,"Calish (Calish II, III)",457.6,159.58700000000002,M,V,8.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2123,2123.0,Hephzibah,457.52099999999996,-167.55,F,V,4.0,"(Id="""")",None,None
2124,2124.0,Xenia,457.53,-88.973,K,V,1.0,"(Id="""")",None,None
2125,2125.0,Colchis,458.01800000000003,-498.371,K,V,8.0,"(Id="""")",None,None
2126,2126.0,Eustatius,458.045,-198.575,F,V,8.0,"(Id="""")",None,None
2127,2127.0,Shubuta,459.842,-123.34299999999999,G,V,1.0,"(Id="""")",None,None
2128,2128.0,Molino,460.355,-134.743,F,V,3.0,"(Id="""")",None,None
2129,2129.0,Hoonaar,460.634,-264.98400000000004,G,V,7.0,"(Id="""")",None,None
2130,2130.0,Chanute,463.735,23.474,M,V,3.0,"(Id="""")",None,None
2131,2131.0,Broaddus,465.025,55.784,F,V,7.0,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2132,2132.0,Dneiper,465.051,244.21900000000002,F,V,4.0,"(Id="""")",None,None
2133,2133.0,Gronholt,466.046,-261.113,F,V,5.0,"(Id="""")",None,None
2134,2134.0,Vackisujfalu,466.311,-286.49,K,V,5.0,"(Id="""")",None,None
2135,2135.0,Quiberas,467.773,174.002,K,V,7.0,"(Id="""")",None,None
2136,2136.0,Nagel,470.969,6.414,G,V,8.0,"(Id="""")",None,None
2137,2137.0,Minette,471.61199999999997,-109.70200000000001,K,V,1.0,"(Id="""")",None,None
2138,2138.0,Mejicanos,472.251,-181.72400000000002,F,V,3.0,"(Id="""")",None,None
2139,2139.0,Adelson,472.76599999999996,-245.354,G,V,9.0,"(Id="""")",None,None
2140,2140.0,Prinis Prime,473.216,233.331,K,V,2.0,"(Id="""")",None,None
2141,2141.0,Benedict,473.29,-11.427999999999999,M,V,6.0,"(Id="""")",None,None
2142,2142.0,Rushaven,473.579,211.016,M,V,4.0,"(Id="""")",None,None
2143,2143.0,Milligan,475.095,38.728,G,V,3.0,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2144,2144.0,Vandalia,477.69,-66.217,F,V,1.0,"(Id="""")",None,None
2145,2145.0,Pajarito,479.751,77.243,G,V,7.0,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2146,2146.0,Mitchella,481.006,141.717,G,V,2.0,"(Id="""")",None,None
2147,2147.0,Davisville,481.30699999999996,-27.443,G,V,9.0,"(Id="""")",None,None
2148,2148.0,Jaboatao,481.30699999999996,-212.055,M,V,5.0,"(Id="""")",None,None
2149,2149.0,Quatre Belle,481.369,156.414,F,IV,4.0,"(Id="""")",None,None
2150,2150.0,Risin,483.55699999999996,225.893,K,V,5.0,"(Id="""")",None,None
2151,2151.0,Erod's Escape,483.634,-501.88800000000003,G,V,0.0,"(Id="""")",None,None
2152,2152.0,Symsonia,486.73800000000006,-95.693,G,V,8.0,"(Id="""")",None,None
2153,2153.0,Hortense,488.03,-144.558,F,V,9.0,"(Id="""")",None,None
2154,2154.0,Coraines,489.546,196.5,F,V,4.0,"(Id="""")",None,None
2155,2155.0,Ramora,491.30300000000005,99.04799999999999,G,V,3.0,"(Id="""")",None,None
2156,2156.0,Sodertalje,493.977,-235.248,F,V,7.0,"(Id="""")",None,None
2157,2157.0,Banori,494.25,124.118,G,V,4.0,"(Id="""")",None,None
2158,2158.0,Des Arc,496.566,-83.542,M,V,9.0,"(Id="""")",None,None
2159,2159.0,Jordan Wais,496.80400000000003,177.265,G,V,6.0,"(Id="""")",None,None
2160,2160.0,Marknick,498.694,-483.195,G,V,0.0,"(Id="""")",None,None
2161,2161.0,Gillingham,500.69300000000004,-211.46099999999998,F,V,6.0,"(Id="""")",None,None
2162,2162.0,Woodbine,503.68,23.77,G,III,4.0,"(Id="""")",None,None
2163,2163.0,Hoyleton,506.12800000000004,-51.745,K,V,8.0,"(Id="""")",None,None
2164,2164.0,Alta Vista,506.635,12.880999999999998,M,V,5.0,"(Id="""")",None,None
2165,2165.0,Filtvelt,506.64300000000003,-181.52900000000002,G,III,5.0,"(Id="""")",None,None
2166,2166.0,Kirbyville,507.158,51.135,F,V,1.0,"(Id="""")",None,None
2167,2167.0,Mishkadrill,509.843,86.01799999999999,M,V,7.0,"(Id="""")",None,None
2168,2168.0,Gaul,514.0840000000001,-487.592,G,V,8.0,"(Id="""")",None,None
2169,2169.0,Mermentau,521.361,-39.332,K,V,2.0,"(Id="""")",None,None
2170,2170.0,Cogdell,521.9019999999999,-141.512,G,V,5.0,"(Id="""")",None,None
2171,2171.0,Crofton,522.914,-78.108,F,V,9.0,"(Id="""")",None,None
2172,2172.0,Sterlington,524.2130000000001,53.723,G,V,1.0,"(Id="""")",None,None
2173,2173.0,Kountze,524.467,27.094,M,V,7.0,"(Id="""")",None,None
2174,2174.0,Stratford,526.273,38.988,M,V,4.0,"(Id="""")",None,None
2175,2175.0,Mararn,526.534,-219.982,K,V,8.0,"(Id="""")",None,None
2176,2176.0,Zolfo,527.319,-71.907,F,V,5.0,"(Id="""")",None,None
2177,2177.0,Marielund,527.9209999999999,-179.865,K,V,9.0,"(Id="""")",None,None
2178,2178.0,Loparri,528.0,125.02600000000001,G,V,3.0,"(Id="""")",None,None
2179,2179.0,Skepptana,529.901,-191.03799999999998,G,V,1.0,"(Id="""")",None,None
2180,2180.0,Diik,531.014,-464.283,G,V,7.0,"(Id="""")",None,None
2181,2181.0,Vibrunum,531.4540000000001,-20.721999999999998,K,V,1.0,"(Id="""")",None,None
2182,2182.0,Brockton,531.977,-119.184,F,V,0.0,"(Id="""")",None,None
2183,2183.0,Metter,533.26,-98.012,K,V,7.0,"(Id="""")",None,None
2184,2184.0,Rudolpho,533.989,156.594,K,V,4.0,"(Id="""")",None,None
2185,2185.0,Broken Wheel,534.29,-173.50099999999998,G,V,0.0,"(Id="""")",None,None
2186,2186.0,Delacambre,539.7080000000001,4.872,G,V,0.0,"(Id="""")",None,None
2187,2187.0,Morven,544.367,-147.132,G,V,6.0,"(Id="""")",None,None
2188,2188.0,Lackland,546.474,-173.797,G,V,9.0,"(Id="""")",None,None
2189,2189.0,Praxton,547.409,131.739,M,V,1.0,"(Id="""")",None,None
2190,2190.0,Oscar,548.604,-451.75,F,V,5.0,"(Id="""")",None,None
2191,2191.0,Neosho,549.8009999999999,-25.64,K,V,5.0,"(Id="""")",None,None
2192,2192.0,Hahira,550.062,-100.64399999999999,M,V,8.0,"(Id="""")",None,None
2193,2193.0,Altoona (FS),550.569,-4.176,K,V,7.0,"(Id="""")",None,None
2194,2194.0,Humansville,552.89,-32.356,F,V,8.0,"(Id="""")",None,None
2195,2195.0,Shawnee,552.906,-65.444,G,V,5.0,"(Id="""")",None,None
2196,2196.0,McRae,553.1759999999999,-84.574,K,V,7.0,"(Id="""")",None,None
2197,2197.0,Inman,556.02,7.187,G,V,3.0,"(Id="""")",None,None
2198,2198.0,Farnsworth,561.438,31.491,G,V,7.0,"(Id="""")",None,None
2199,2199.0,Memphis,562.206,-141.68,M,V,4.0,"(Id="""")",None,None
2200,2200.0,Ebro,563.759,-129.592,K,V,9.0,"(Id="""")",None,None
2201,2201.0,Sherwood,563.751,-118.685,M,V,3.0,"(Id="""")",None,None
2202,2202.0,Lastpost,565.533,-444.159,F,V,9.0,"(Id="""")",None,None
2203,2203.0,Rentz,570.493,-98.012,K,V,7.0,"(Id="""")",None,None
2204,2204.0,Trimaldix,571.729,131.737,G,V,3.0,"(Id="""")",None,None
2205,2205.0,Kilbourne,571.776,43.643,K,V,4.0,"(Id="""")",None,None
2206,2206.0,Offerman,573.321,-52.26,G,V,7.0,"(Id="""")",None,None
2207,2207.0,Thibodaux,576.165,-7.54,F,V,5.0,"(Id="""")",None,None
2209,2209.0,Chenier,580.569,-41.409,K,V,5.0,"(Id="""")",None,None
2210,2210.0,Arnaudville,583.659,36.658,F,V,6.0,"(Id="""")",None,None
2211,2211.0,Ferris (OA),583.6669999999999,126.868,G,V,6.0,"(Id="""")",None,None
2212,2212.0,Beaumont,583.944,39.755,K,V,3.0,"(Id="""")",None,None
2213,2213.0,Rosepine,584.182,-22.793000000000003,G,V,1.0,"(Id="""")",None,None
2214,2214.0,Anjin Muerto,586.511,-78.111,M,V,9.0,"(Id="""")",None,None
2215,2215.0,Pattison,587.659,54.501000000000005,G,V,1.0,"(Id="""")",None,None
2217,2217.0,Valasha,588.776,93.273,M,V,6.0,"(Id="""")",None,None
2218,2218.0,Bassfield,588.832,4.872,G,V,5.0,"(Id="""")",None,None
2219,2219.0,Tangipahoa,589.347,-21.506,K,V,5.0,"(Id="""")",None,None
2220,2220.0,Baliggora,590.773,154.36700000000002,M,V,4.0,"(Id="""")",None,None
2221,2221.0,Boondock,590.899,21.414,K,V,7.0,"(Id="""")",None,None
2223,2223.0,Raldamax,596.3969999999999,141.35299999999998,M,V,5.0,"(Id="""")",None,None
2225,2225.0,Abbeville,605.903,-39.852,F,V,2.0,"(Id="""")",None,None
2226,2226.0,Okefenokee,606.925,-67.51100000000001,G,V,5.0,"(Id="""")",None,None
2227,2227.0,Cohay,610.039,11.331,G,V,2.0,"(Id="""")",None,None
2228,2228.0,Millray,610.5459999999999,31.752,F,V,9.0,"(Id="""")",None,None
2229,2229.0,Delos IV,613.405,59.926,F,V,3.0,"(Id="""")",None,None
2230,2230.0,Hivrannee,626.057,-5.99,K,V,5.0,"(Id="""")",None,None
2231,2231.0,Kentwood,627.34,-20.204,K,V,4.0,"(Id="""")",None,None
2232,2232.0,Brocchi's Cluster (40),160.691,387.51300000000003,K,V,6.0,"(Id="""")",None,None
3450,3450.0,JP-H-405,580.0,-175.0,None,,0.0,"(Id="""")",None,None
3451,3451.0,JP-W-395,595.0,-200.0,None,,0.0,"(Id="""")",None,None
3452,3452.0,JP-V-405,620.0,-215.0,None,,0.0,"(Id="""")",None,None
3453,3453.0,JP-S-425,645.0,-220.0,None,,0.0,"(Id="""")",None,None
3454,3454.0,JP-R-381,668.0,-287.0,None,,0.0,"(Id="""")",None,None
3455,3455.0,JP-X-348,648.0,-300.0,None,,0.0,"(Id="""")",None,None
3456,3456.0,JP-K-315,635.0,-320.0,None,,0.0,"(Id="""")",None,None
